所属概念,market_code,所属概念数量,code,股票代码
PCB概念;共封装光学(CPO);先进封装;存储芯片;5G;6G概念;毫米波雷达;芯片概念;华为概念;商业航天;粤港澳大湾区;军工;机器人概念;深股通;低空经济;融资融券,33,16,002436,002436.SZ
同花顺果指数;AI手机;无线耳机;AI眼镜;智能穿戴;汽车电子;苹果概念;柔性屏(折叠屏);消费电子概念;传感器;智能座舱;OLED;3D打印;小米概念;商业航天;人形机器人;液冷服务器;小米汽车;充电桩;虚拟现实;新型工业化;光伏概念;新型烟草(电子烟);特斯拉概念;比亚迪概念;新能源汽车;华为概念;机器人概念;减速器;元宇宙;工业互联网;TOPCON电池;智能家居;宁德时代概念;人民币贬值受益;蚂蚁集团概念;智能物流;同花顺漂亮100;深股通;光纤概念;先进封装;融资融券,33,42,300433,300433.SZ
专精特新,33,1,001226,001226.SZ
PCB概念;5G;消费电子概念;柔性屏(折叠屏);新型烟草(电子烟);数据中心(AIDC);人形机器人;小米概念;比亚迪概念;新能源汽车;华为概念;无人驾驶;无人机;物联网;深股通;融资融券,33,16,300679,300679.SZ
PCB概念;共封装光学(CPO);铜缆高速连接;液冷服务器;消费电子概念;汽车电子;新型烟草(电子烟);小米概念;比亚迪概念;宁德时代概念;新能源汽车;人形机器人;储能;锂电池概念;机器人概念;深股通;融资融券,33,17,301123,301123.SZ
长三角一体化;人民币贬值受益;共同富裕示范区;2025年报预增,33,4,003011,003011.SZ
数字孪生;新型工业化;元宇宙;云游戏;虚拟数字人;手机游戏;虚拟现实;网络游戏;机器视觉;AI应用;MR(混合现实);人工智能;机器人概念;数字经济;工业互联网;DeepSeek概念;IP经济(谷子经济);车联网(车路协同);传感器;百度概念;创投;华为概念;人民币贬值受益;无人驾驶;碳中和;无人机;深股通;融资融券,33,28,300031,300031.SZ
金属回收;小金属概念;数字孪生;工业互联网;京津冀一体化;天然气;农业种植;稀土永磁;机器人概念;水泥概念;专精特新;碳交易;碳中和;人工智能;AIGC概念;人形机器人;页岩气;新疆振兴;融资融券;土壤修复;污水处理,151,21,920263,920263.BJ
3D打印;航空发动机;军工;军民融合;高铁;融资融券,17,6,688231,688231.SH
HJT电池;TOPCON电池;智能音箱;钙钛矿电池;光伏概念;华为汽车;新能源汽车;长安汽车概念;可降解塑料;军民融合;碳中和;储能;ST板块,33,13,300716,300716.SZ
存储芯片;汽车芯片;MCU芯片;MiniLED;OLED;芯片概念;AI眼镜;汽车电子;消费电子概念;毫米波雷达;智能座舱;传感器;智能音箱;小米概念;机器视觉;3D打印;无人驾驶;人脸识别;抖音概念(字节概念);物联网;机器人概念;安防;人民币贬值受益;人工智能;鸿蒙概念;智能家居;区块链;家用电器;京津冀一体化;深股通;融资融券,33,31,300223,300223.SZ
重组蛋白;创新药;细胞免疫治疗;眼科医疗;基因测序;智能医疗;深股通;融资融券,33,8,300558,300558.SZ
芯片概念;3D打印;消费电子概念;智能穿戴;光伏概念;小米概念;华为概念;新能源汽车;深股通;融资融券,33,10,301285,301285.SZ
氢能源;燃料电池;粤港澳大湾区;智能物流;统一大市场;数字经济;冷链物流;摘帽,17,8,603813,603813.SH
光刻胶;第三代半导体;芯片概念;消费电子概念;专精特新;光伏概念;机器人概念;燃料电池;氢能源;融资融券,33,10,300700,300700.SZ
大飞机;高端装备;光伏建筑一体化;高铁;新能源汽车;比亚迪概念;光伏概念;特斯拉概念;华为汽车;钙钛矿电池;深股通;融资融券,33,12,300320,300320.SZ
共封装光学(CPO);PCB概念;5G;汽车电子;智能穿戴;智能座舱;专精特新;新能源汽车;机器人概念;粤港澳大湾区;医疗器械概念;绿色电力;股权转让(并购重组);融资融券,17,14,688655,688655.SH
卫星导航;航空发动机;商业航天;大飞机;军工;无人机;低空经济;专精特新;飞行汽车(eVTOL);PEEK材料;小米概念;机器人概念;汽车热管理;比亚迪概念;特斯拉概念;换电概念;新能源汽车;人形机器人;小米汽车;家用电器;华为汽车;创投;智能物流;氢能源;深股通;融资融券,33,26,301005,301005.SZ
储能;2025年报预增;创投;特斯拉概念;融资融券,33,5,300877,300877.SZ
PCB概念;工业母机;人形机器人;2026一季报预增;商业航天;光伏概念;专精特新;航空发动机;2025年报预增;机器人概念;融资融券,17,11,688308,688308.SH
WiFi 6;国家大基金持股;6G概念;芯片概念;5G;卫星导航;专精特新;商业航天;华为概念;智能电网;新能源汽车;2025年报预增;沪股通;融资融券,17,14,688182,688182.SH
金属锌;金属铅;金属铜;黄金概念;小金属概念;金属回收;央企国企改革;国企改革;融资融券;沪股通,17,10,600961,600961.SH
机器视觉;3D打印;专精特新;工业互联网;锂电池概念;融资融券,17,6,688291,688291.SH
第三代半导体;汽车芯片;中芯国际概念;芯片概念;AI眼镜;5G;英伟达概念;高压快充;光伏概念;数据中心(AIDC);小米概念;固态电池;宁德时代概念;比亚迪概念;充电桩;储能;华为概念;新能源汽车;无人机;特斯拉概念;人形机器人;小米汽车;深股通;低空经济;华为汽车;融资融券,33,26,300373,300373.SZ
小金属概念;大飞机;航空发动机;飞行汽车(eVTOL);军工;商业航天;核电;高端装备;专精特新;国企改革;沪股通;融资融券,17,12,688750,688750.SH
新型工业化;芯片概念;机器人概念;融资融券;新能源汽车;减速器;专精特新;人形机器人,151,8,920510,920510.BJ
AI手机;富士康概念;AI眼镜;液冷服务器;AI PC;消费电子概念;无线充电;小米概念;华为概念;专精特新;比亚迪概念;小米汽车;新能源汽车;汽车热管理;智能家居;机器人概念;储能;石墨烯;一带一路;深股通;融资融券,33,21,301489,301489.SZ
跨境电商;电子竞技;网络游戏;人工智能;星闪概念;粤港澳大湾区;百度概念;机器人概念;智能穿戴;无线耳机;消费电子概念;无线充电;融资融券;深股通,33,14,002577,002577.SZ
MCU芯片;汽车芯片;传感器;小米概念;智能穿戴;芯片概念;星闪概念;智能音箱;消费电子概念;无线耳机;AI眼镜;卫星导航;WiFi 6;无人机;物联网;华为概念;毫米波雷达;无人驾驶;低空经济;智能家居;ETC;上海自贸区;智慧城市;人工智能;阿里巴巴概念;抖音概念(字节概念);鸿蒙概念;沪股通,17,28,603068,603068.SH
消费电子概念;稀土永磁;数据中心(AIDC);光伏概念;专精特新;新能源汽车;深股通,33,7,300835,300835.SZ
人形机器人;汽车热管理;机器人概念;新能源汽车;汽车电子;专精特新;空气能热泵;数据中心(AIDC);冷链物流;深股通;融资融券,33,11,301525,301525.SZ
CRO概念;减肥药;创新药;合成生物;智能医疗;深股通;人民币贬值受益;京津冀一体化;融资融券,33,9,002821,002821.SZ
专精特新;锂电池概念;人民币贬值受益;跨境电商;融资融券,33,5,301448,301448.SZ
专精特新;深股通,33,2,300669,300669.SZ
锂电池概念;融资融券,17,2,603285,603285.SH
算力租赁;小红书概念;Web3.0;抖音概念(字节概念);多模态AI;AIGC概念;东数西算(算力);文化传媒概念;腾讯概念;AI智能体;ChatGPT概念;数据要素;体育产业;AI应用;人工智能;低空经济;无人机;西部大开发;参股券商;融资融券;沪股通,17,21,605168,605168.SH
汽车芯片;MCU芯片;OLED;芯片概念;MiniLED;MicroLED概念;消费电子概念;量子科技;国企改革;沪股通;融资融券,17,11,688249,688249.SH
第三代半导体;PCB概念;培育钻石;MicroLED概念;消费电子概念;芯片概念;先进封装;3D打印;光伏概念;钙钛矿电池;高端装备;2025年报预增;TOPCON电池;BC电池;医疗器械概念;CRO概念;深股通;融资融券,33,18,301021,301021.SZ
锂电池概念;钠离子电池;专精特新;新股与次新股;融资融券,151,5,920076,920076.BJ
专精特新;DeepSeek概念;沪股通;融资融券,17,4,688046,688046.SH
新型工业化;工业互联网;数字孪生;机器人概念;人工智能;AI智能体;人形机器人;新能源汽车;粤港澳大湾区;DeepSeek概念;智能物流;数字经济;芯片概念;一带一路;跨境电商;冷链物流;统一大市场;航运概念;深股通;融资融券,33,20,300873,300873.SZ
同花顺果指数;共封装光学(CPO);富士康概念;英伟达概念;液冷服务器;5G;苹果概念;芯片概念;数据中心(AIDC);东数西算(算力);算力租赁;虚拟现实;云计算;物联网;新能源汽车;阿里巴巴概念;同花顺新质50;海峡两岸;2025年报预增;机器人概念;工业互联网;智慧城市;人工智能;同花顺出海50;创投;医疗器械概念;同花顺漂亮100;沪股通;融资融券,17,29,601138,601138.SH
减速器;人形机器人;股权转让(并购重组);智能座舱;汽车电子;智能穿戴;消费电子概念;比亚迪概念;AI眼镜;机器人概念;新能源汽车;长安汽车概念;无人驾驶;飞行汽车(eVTOL);军工;低空经济;PCB概念;2025年报预增;风电;国企改革;深股通,33,21,002708,002708.SZ
共封装光学(CPO);芯片概念;液冷服务器;商业航天;新能源汽车;人形机器人;光伏概念;机器人概念;无人机;高铁;核电;低空经济;锂电池概念;2025年报预增;风电;共同富裕示范区;绿色电力;融资融券,17,18,688379,688379.SH
特色小镇;物业管理;土地流转;创投;养老概念;国企改革;京津冀一体化;旅游概念,17,8,600683,600683.SH
共封装光学(CPO);5G;芯片概念;数据中心(AIDC);人民币贬值受益;深股通;融资融券,33,7,301205,301205.SZ
芯片概念;专精特新;新股与次新股;融资融券,151,4,920181,920181.BJ
高端装备;专精特新;军工;新型工业化;传感器;信创;DeepSeek概念;一带一路;芯片概念;航运概念;深股通;股权转让(并购重组);融资融券,33,13,002685,002685.SZ
比亚迪概念;第三代半导体;6G概念;芯片概念;专精特新;融资融券;培育钻石,151,7,920725,920725.BJ
三胎概念;海南自贸区;自由贸易港;创投;民营医院;医疗器械概念;军民融合;医药电商,33,8,000955,000955.SZ
存储芯片;国家大基金持股;WiFi 6;MCU芯片;华为海思概念股;芯片概念;富士康概念;消费电子概念;无线耳机;汽车电子;卫星导航;英伟达概念;毫米波雷达;小米概念;智能座舱;星闪概念;网络安全;比亚迪概念;充电桩;物联网;智能电网;核污染防治;机器视觉;储能;新能源汽车;语音技术;粤港澳大湾区;低空经济;小米汽车;人形机器人;机器人概念;智能家居;数据要素;人工智能;长安汽车概念;DeepSeek概念;智能物流;跨境电商;央企国企改革;国企改革;乡村振兴;深股通;中字头股票;融资融券,33,44,001287,001287.SZ
存储芯片;汽车芯片;MCU芯片;芯片概念;汽车电子;无线耳机;传感器;小米概念;人形机器人;光伏概念;物联网;锂电池概念;人民币贬值受益;融资融券;沪股通,17,15,603986,603986.SH
注册制次新股;专精特新;新能源汽车;新股与次新股;融资融券,33,5,301531,301531.SZ
汽车热管理;无人驾驶;机器人概念;低空经济;新能源汽车;传感器;无人机;智能家居;毫米波雷达;汽车电子;消费电子概念;芯片概念,17,12,603266,603266.SH
猴痘概念;幽门螺杆菌概念;肝炎概念;辅助生殖;仿制药一致性评价;创新药;锂电池概念;固态电池;深股通,33,9,300584,300584.SZ
数字水印;东数西算(算力);知识产权保护;网络安全;智慧城市;人脸识别;安防;华为概念;车联网(车路协同);AI智能体;垃圾分类;人工智能;军工;股权转让(并购重组),33,14,300449,300449.SZ
共封装光学(CPO);F5G概念;芯片概念;5G;液冷服务器;汽车电子;中国AI 50;数据中心(AIDC);同花顺新质50;无人驾驶;深股通;2025年报预增;人民币贬值受益;创投;融资融券,33,15,300308,300308.SZ
光刻机;中芯国际概念;国家大基金持股;中船系;氟化工概念;芯片概念;固态电池;锂电池概念;央企国企改革;国企改革;沪股通;融资融券;中字头股票,17,13,688146,688146.SH
减肥药;食品安全;2025年报预增;专精特新;2026一季报预增;融资融券;沪股通,17,7,688690,688690.SH
AI视频;快手概念;AI语料;短剧游戏;智谱AI;ChatGPT概念;知识产权保护;AIGC概念;抖音概念(字节概念);多模态AI;虚拟数字人;NFT概念;Web3.0;百度概念;文化传媒概念;数据确权;腾讯概念;AI应用;阿里巴巴概念;AI智能体;数据要素;元宇宙;在线教育;区块链;鸿蒙概念;数字乡村;IP经济(谷子经济);DeepSeek概念;数字经济;职业教育;人工智能;京津冀一体化;虚拟现实;华为概念;乡村振兴;同花顺出海50;深股通;融资融券,33,38,300364,300364.SZ
横琴新区;跨境电商;智能家居;物联网;星闪概念;粤港澳大湾区;智能音箱;华为概念;2025年报预增;无线耳机;汽车电子;绿色电力;消费电子概念,33,13,002888,002888.SZ
家庭医生;阿里巴巴概念;数据要素;AIGC概念;人工智能;区块链;AI智能体;华为概念;AI应用;DeepSeek概念;牙科医疗;基因测序;智能医疗;中国AI 50;智能穿戴;养老概念;阿尔茨海默概念;深股通;融资融券,33,19,002044,002044.SZ
英伟达概念;苹果概念;PCB概念;先进封装;第三代半导体;机器视觉;芯片概念;消费电子概念;新型工业化;高端装备;人形机器人;专精特新;无人驾驶;小米概念;新能源汽车;机器人概念;低空经济;车联网(车路协同);光伏概念;百度概念;人工智能;智能物流;DeepSeek概念;存储芯片;汽车热管理;沪股通;融资融券,17,27,688003,688003.SH
可控核聚变;军工;核电;建筑节能;房屋检测;水利;雅下水电概念;风电;水泥概念;AI应用;抽水蓄能;融资融券,17,12,603916,603916.SH
先进封装;存储芯片;PCB概念;共封装光学(CPO);第三代半导体;MiniLED;苹果概念;6G概念;消费电子概念;汽车电子;5G;AI PC;液冷服务器;EDR概念;智能穿戴;商业航天;卫星导航;数据中心(AIDC);比亚迪概念;无人驾驶;新能源汽车;华为概念;军工;充电桩;机器人概念;物联网;沪股通;融资融券,17,28,603936,603936.SH
先进封装;存储芯片;芯片概念;共封装光学(CPO);光刻胶;新能源汽车;沪股通;融资融券,17,8,688757,688757.SH
光纤概念;卫星导航;商业航天;华为概念;安防;车联网(车路协同);智慧城市;信创;人工智能;数据要素;DeepSeek概念;央企国企改革;国企改革;股权转让(并购重组);沪股通;融资融券,17,16,600345,600345.SH
露营经济;跨境电商;新型烟草(电子烟);PPP概念;空气能热泵;宠物经济;医疗器械概念;家用电器;短剧游戏;储能;军工;液冷服务器,33,12,002723,002723.SZ
Web3.0;虚拟数字人;AI视频;云办公;空间计算;多模态AI;在线教育;元宇宙;信创;鸿蒙概念;AI应用;国产操作系统;数字经济;DeepSeek概念;人工智能;东数西算(算力);虚拟现实;华为概念;智能医疗;数据中心(AIDC);5G,33,21,300578,300578.SZ
