股票代码,code,所属概念数量,market_code,所属概念
000709.SZ,000709,13,33,特钢概念;钒电池;国企改革;雄安新区;回购增持再贷款概念;核电;京津冀一体化;储能;可控核聚变;钠离子电池;比亚迪概念;深股通;融资融券
600159.SH,600159,2,17,国企改革;京津冀一体化
600121.SH,600121,11,17,煤炭概念;国企改革;安防;东数西算(算力);工业互联网;机器人概念;数据要素;DeepSeek概念;信创;沪股通;融资融券
300422.SZ,300422,16,33,污水处理;土壤修复;净水概念;PPP概念;医疗废物处理;雄安新区;垃圾分类;固废处理;碳中和;食品安全;国企改革;天然气;西部大开发;消毒剂;动力电池回收;无人驾驶
600778.SH,600778,5,17,免税店;跨境电商;新疆振兴;西部大开发;一带一路
603139.SH,603139,14,17,三胎概念;毛发医疗;流感;NMN概念;幽门螺杆菌概念;农业种植;肝炎概念;医药电商;合成生物;医疗器械概念;乡村振兴;牙科医疗;西部大开发;股权转让(并购重组)
002161.SZ,002161,22,33,智慧城市;车联网(车路协同);信创;ETC;电子身份证;人工智能;AI智能体;物联网;虚拟数字人;无人零售;无人机;IP经济(谷子经济);机器人概念;粤港澳大湾区;烟草;创投;食品安全;芯片概念;一带一路;宠物经济;融资融券;深股通
605006.SH,605006,3,17,风电;国企改革;PCB概念
600157.SH,600157,12,17,煤炭概念;钒电池;绿色电力;页岩气;碳交易;超超临界发电;参股保险;核电;储能;物联网;融资融券;沪股通
600880.SH,600880,35,17,小红书概念;Sora概念(文生视频);短剧游戏;AIGC概念;虚拟数字人;抖音概念(字节概念);NFT概念;网络游戏;手机游戏;AI智能体;文化传媒概念;知识产权保护;腾讯概念;阿里巴巴概念;百度概念;数据要素;数据确权;鸿蒙概念;人工智能;区块链;蚂蚁集团概念;DeepSeek概念;虚拟现实;数字经济;智慧城市;华为概念;互联网金融;跨境电商;旅游概念;乡村振兴;西部大开发;国企改革;融资融券;AI应用;沪股通
600071.SH,600071,16,17,安防;物联网;机器视觉;机器人概念;华为概念;新型工业化;华为汽车;央企国企改革;国企改革;太赫兹;汽车电子;消费电子概念;芯片概念;锂电池概念;沪股通;融资融券
300419.SZ,300419,23,33,智慧政务;互联网金融;DeepSeek概念;人工智能;数据要素;网络安全;云计算;数据安全;快手概念;百度概念;抖音概念(字节概念);ST板块;物联网;AI智能体;信创;东数西算(算力);华为概念;量子科技;军工;数据中心;华为欧拉;AI应用;股权转让(并购重组)
000531.SZ,000531,14,33,绿色电力;国企改革;化债概念(AMC概念);虚拟电厂;氢能源;回购增持再贷款概念;燃料电池;2025三季报预增;储能;粤港澳大湾区;锂电池概念;无人驾驶;融资融券;深股通
300099.SZ,300099,16,33,军民融合;商业航天;军工;军工信息化;高铁;氢能源;无人驾驶;燃料电池;机器人概念;区块链;鸿蒙概念;华为概念;多模态AI;5G;深股通;融资融券
600538.SH,600538,7,17,医药电商;眼科医疗;基因测序;医疗器械概念;消毒剂;西部大开发;智慧城市
002023.SZ,002023,21,33,大飞机;航空发动机;商业航天;军民融合;卫星导航;军工;太赫兹;无人机;低空经济;飞行汽车(eVTOL);毫米波雷达;无人驾驶;芯片概念;5G;第三代半导体;充电桩;汽车芯片;职业教育;西部大开发;深股通;融资融券
000789.SZ,000789,3,33,水泥概念;国企改革;融资融券
688096.SH,688096,8,17,污水处理;人工智能;东数西算(算力);超导概念;算力租赁;DeepSeek概念;云计算;融资融券
600475.SH,600475,28,17,光伏建筑一体化;信托概念;光伏概念;氢能源;化债概念(AMC概念);碳交易;硅能源;绿色电力;一带一路;土壤修复;污水处理;碳中和;数字孪生;固废处理;PPP概念;生物质能发电;建筑节能;专精特新;数据中心;乡村振兴;国企改革;垃圾分类;华为概念;参股券商;数字经济;智慧城市;沪股通;融资融券
600117.SH,600117,8,17,特钢概念;西部大开发;雅下水电概念;煤炭概念;海工装备;军工;商业航天;沪股通
301278.SZ,301278,8,33,光伏建筑一体化;钙钛矿电池;光伏概念;充电桩;储能;专精特新;机器人概念;融资融券
300109.SZ,300109,9,33,生物疫苗;细胞免疫治疗;创新药;基因测序;消毒剂;智能医疗;固态电池;深股通;融资融券
605183.SH,605183,3,17,一带一路;专精特新;沪股通
688669.SH,688669,6,17,钙钛矿电池;石墨烯;可降解塑料;磷化工;光刻胶;融资融券
600435.SH,600435,13,17,国产航母;军工信息化;军民融合;卫星导航;军工;无人机;高端装备;央企国企改革;国企改革;2025年报预增;证金持股;沪股通;融资融券
002421.SZ,002421,27,33,云计算;华为鲲鹏;信创;AI智能体;腾讯概念;人脸识别;抖音概念(字节概念);鸿蒙概念;DeepSeek概念;人工智能;智慧城市;数字经济;智能医疗;物联网;华为概念;养老概念;粤港澳大湾区;工业互联网;建筑节能;雄安新区;数据中心;机器人概念;碳中和;PPP概念;液冷服务器;深股通;融资融券
600170.SH,600170,29,17,光伏建筑一体化;装配式建筑;雄安新区;房屋检测;PPP概念;绿色电力;水泥概念;新型城镇化;地下管网;碳中和;黄金概念;土壤修复;上海国企改革;物业管理;水利;乡村振兴;参股券商;一带一路;国企改革;DeepSeek概念;证金持股;人工智能;数字孪生;核电;数据中心;机器人概念;低空经济;融资融券;沪股通
300446.SZ,300446,24,33,军民融合;军工;海工装备;高端装备;央企国企改革;无人驾驶;高铁;小米汽车;民爆概念;华为概念;华为汽车;机器视觉;新能源汽车;比亚迪概念;专精特新;长安汽车概念;智能座舱;芯片概念;小米概念;国企改革;PCB概念;页岩气;光刻胶;深股通
920873.BJ,920873,15,151,AI应用;西部大开发;装配式建筑;融资融券;污水处理;智慧城市;水利;新型城镇化;数字孪生;房屋检测;净水概念;人工智能;云计算;一带一路;PPP概念
600094.SH,600094,17,17,卫星导航;数字经济;商业航天;参股保险;低空经济;参股券商;物业管理;旅游概念;无人机;6G概念;算力租赁;东数西算(算力);数据中心;芯片概念;5G;沪股通;融资融券
605577.SH,605577,7,17,文化传媒概念;IP经济(谷子经济);在线教育;黑龙江自贸区;国企改革;一带一路;沪股通
002307.SZ,002307,14,33,新疆振兴;雅下水电概念;新型城镇化;PPP概念;水利;乡村振兴;国企改革;一带一路;西部大开发;DeepSeek概念;医疗器械概念;3D打印;深股通;融资融券
002538.SZ,002538,13,33,磷化工;化肥;生态农业;农村电商;金属锌;金属铅;金属铜;黄金概念;民营医院;乡村振兴;融资融券;工业互联网;深股通
300326.SZ,300326,3,33,ST板块;医疗器械概念;专精特新
600319.SH,600319,3,17,钒电池;国企改革;储能
600716.SH,600716,4,17,国企改革;参股券商;养老概念;融资融券
600688.SH,600688,9,17,航运概念;国企改革;碳交易;央企国企改革;氢能源;碳纤维;燃料电池;沪股通;融资融券
688536.SH,688536,15,17,共封装光学(CPO);汽车芯片;MCU芯片;芯片概念;5G;传感器;人形机器人;智能座舱;储能;专精特新;机器人概念;安防;股权转让(并购重组);沪股通;融资融券
603219.SH,603219,13,17,家用电器;机器人概念;智能家居;人民币贬值受益;小米概念;工业互联网;创投;智能穿戴;共同富裕示范区;回购增持再贷款概念;储能;PCB概念;沪股通
002651.SZ,002651,11,33,成飞概念;军民融合;大飞机;商业航天;军工;无人机;低空经济;高端装备;机器人概念;西部大开发;深股通
300412.SZ,300412,15,33,合成生物;CRO概念;创新药;医疗器械概念;啤酒概念;共同富裕示范区;光伏建筑一体化;智能医疗;智能物流;专精特新;人工智能;数字孪生;新型工业化;机器人概念;光刻胶
000090.SZ,000090,11,33,深圳国企改革;租售同权;物业管理;新型城镇化;国企改革;粤港澳大湾区;数字孪生;人工智能;机器人概念;深股通;融资融券
300058.SZ,300058,28,33,小红书概念;快手概念;智谱AI;Web3.0;ChatGPT概念;短剧游戏;AIGC概念;虚拟数字人;AI智能体;抖音概念(字节概念);NFT概念;在线教育;百度概念;阿里巴巴概念;元宇宙;文化传媒概念;腾讯概念;人工智能;职业教育;DeepSeek概念;网红经济;虚拟现实;华为概念;跨境电商;创投;AI应用;深股通;融资融券
000877.SZ,000877,9,33,水泥概念;新疆振兴;绿色电力;国企改革;一带一路;西部大开发;央企国企改革;深股通;融资融券
600373.SH,600373,12,17,在线教育;文化传媒概念;手机游戏;数字经济;AIGC概念;网络游戏;IP经济(谷子经济);虚拟现实;国企改革;沪股通;融资融券;AI应用
600797.SH,600797,40,17,ChatGPT概念;AI智能体;虚拟数字人;云计算;抖音概念(字节概念);阿里巴巴概念;智慧政务;腾讯概念;在线教育;数据安全;鸿蒙概念;算力租赁;信创;语音技术;区块链;国产操作系统;数据要素;网络安全;蚂蚁集团概念;DeepSeek概念;东数西算(算力);人工智能;时空大数据;数字经济;智能医疗;华为概念;智慧城市;物联网;互联网金融;数据中心;低空经济;创投;芯片概念;智能电网;共同富裕示范区;虚拟电厂;AI应用;融资融券;华为鲲鹏;沪股通
002383.SZ,002383,23,33,卫星导航;商业航天;无人机;无人驾驶;低空经济;车联网(车路协同);汽车芯片;农机;机器人概念;智慧灯杆;时空大数据;芯片概念;智慧城市;华为概念;京津冀一体化;生态农业;数字乡村;水利;数字经济;国企改革;新型城镇化;深股通;融资融券
301032.SZ,301032,4,33,农机;一带一路;乡村振兴;融资融券
300113.SZ,300113,30,33,多模态AI;Web3.0;虚拟数字人;AIGC概念;AI智能体;抖音概念(字节概念);云计算;NFT概念;元宇宙;数据确权;百度概念;腾讯概念;云游戏;手机游戏;算力租赁;区块链;文化传媒概念;人工智能;虚拟现实;电子竞技;DeepSeek概念;东数西算(算力);华为概念;IP经济(谷子经济);智能医疗;英伟达概念;数据中心;深股通;融资融券;AI应用
603355.SH,603355,7,17,净水概念;人民币贬值受益;家用电器;机器人概念;沪股通;新能源汽车;融资融券
605228.SH,605228,12,17,无人驾驶;智能座舱;长安汽车概念;机器人概念;燃料电池;毫米波雷达;新能源汽车;特斯拉概念;数字经济;充电桩;消费电子概念;沪股通
301115.SZ,301115,16,33,新型城镇化;房屋检测;土壤修复;碳中和;食品安全;水利;一带一路;高铁;家用电器;数字孪生;智慧城市;光伏概念;传感器;特斯拉概念;芯片概念;融资融券
300411.SZ,300411,18,33,军民融合;军工;商业航天;海工装备;核电;低空经济;水利;可控核聚变;无人机;高端装备;高铁;人工智能;PM2.5;飞行汽车(eVTOL);专精特新;雅下水电概念;共同富裕示范区;深股通
000401.SZ,000401,10,33,水泥概念;雄安新区;国企改革;固废处理;绿色电力;化债概念(AMC概念);京津冀一体化;核电;深股通;融资融券
600246.SH,600246,12,17,存储芯片;芯片概念;5G;毫米波雷达;卫星导航;商业航天;创投;数字经济;京津冀一体化;物业管理;沪股通;融资融券
601001.SH,601001,4,17,煤炭概念;国企改革;沪股通;融资融券
920976.BJ,920976,9,151,跨境电商;融资融券;网络安全;物联网;智能家居;智能医疗;数据安全;安防;人脸识别
300883.SZ,300883,3,33,烟草;工业互联网;融资融券
301071.SZ,301071,6,33,培育钻石;第三代半导体;芯片概念;海峡两岸;深股通;融资融券
300213.SZ,300213,36,33,卫星导航;军工信息化;商业航天;低空经济;无人机;智慧政务;军工;安防;智慧城市;数据安全;云计算;物联网;机器视觉;数据要素;AI智能体;华为概念;百度概念;元宇宙;人工智能;DeepSeek概念;独角兽概念;ChatGPT概念;5G;机器人概念;工业互联网;AIGC概念;新型工业化;京津冀一体化;专精特新;数据中心;高铁;跨境电商;一带一路;新疆振兴;AI应用;深股通
603379.SH,603379,8,17,PVDF概念;氟化工概念;锂电池概念;2025三季报预增;芯片概念;2025年报预增;沪股通;融资融券
603937.SH,603937,1,17,锂电池概念
300212.SZ,300212,37,33,财税数字化;华为鲲鹏;AI智能体;数据安全;信创;智慧政务;网络安全;数据确权;数据要素;国资云;百度概念;阿里巴巴概念;DeepSeek概念;数字经济;人工智能;智慧城市;车联网(车路协同);数字孪生;东数西算(算力);华为概念;独角兽概念;智能医疗;物联网;京津冀一体化;数据中心;无人驾驶;华为数字能源;创投;养老概念;雄安新区;乡村振兴;一带一路;国企改革;央企国企改革;PPP概念;深股通;融资融券
002534.SZ,002534,17,33,光热发电;核电;钙钛矿电池;光伏概念;高端装备;储能;钒电池;燃料电池;大飞机;碳中和;绿色电力;一带一路;回购增持再贷款概念;固废处理;创投;融资融券;深股通
603580.SH,603580,4,22,ST板块;海峡两岸;人民币贬值受益;消费电子概念
600989.SH,600989,11,17,POE胶膜;煤化工概念;煤炭概念;碳中和;西部大开发;氢能源;跨境电商;DeepSeek概念;2025年报预增;融资融券;沪股通
002693.SZ,002693,7,33,ST板块;海南自贸区;肝炎概念;阿尔茨海默概念;仿制药一致性评价;辅助生殖;CRO概念
600103.SH,600103,10,17,海峡两岸;创投;5G;共封装光学(CPO);碳中和;数据中心;乡村振兴;一带一路;国企改革;沪股通
601866.SH,601866,12,17,航运概念;参股银行;国企改革;同花顺中特估100;央企国企改革;回购增持再贷款概念;上海自贸区;储能;数字经济;沪股通;融资融券;中字头股票
000727.SZ,000727,35,33,电子纸;海峡两岸;MiniLED;电子竞技;智能穿戴;虚拟现实;智慧城市;MicroLED概念;智能家居;无线耳机;数字经济;数字孪生;消费电子概念;小米概念;云游戏;华为概念;汽车电子;跨境电商;腾讯概念;在线教育;中俄贸易概念;家用电器;阿里巴巴概念;一带一路;国企改革;充电桩;信创;人民币贬值受益;AIGC概念;云办公;智能医疗;央企国企改革;PCB概念;富士康概念;深股通
688231.SH,688231,6,17,航空发动机;军民融合;军工;3D打印;高铁;融资融券
301517.SZ,301517,21,33,太赫兹;军工信息化;卫星导航;商业航天;6G概念;军民融合;军工;无人机;量子科技;西部大开发;毫米波雷达;华为概念;国企改革;5G;华为海思概念股;光纤概念;消费电子概念;铜缆高速连接;共封装光学(CPO);深股通;融资融券
