code,股票代码,所属概念,所属概念数量,market_code
920208,920208.BJ,AI应用;雅下水电概念;雄安新区;融资融券;水利;新型城镇化;小米概念;化债概念(AMC概念);军工;人工智能;乡村振兴;一带一路;AI智能体;DeepSeek概念,14.0,151
920020,920020.BJ,无人驾驶;专精特新;新股与次新股;融资融券;人民币贬值受益,5.0,151
600180,600180.SH,统一大市场;煤化工概念;大豆;粮食概念;煤炭概念;航运概念;互联网金融;一带一路;数据要素;工业互联网;沪股通;融资融券,12.0,17
920180,920180.BJ,医疗器械概念;新股与次新股;融资融券,3.0,151
601665,601665.SH,融资融券;沪股通,2.0,17
600033,600033.SH,福建自贸区;海峡两岸;参股保险;参股银行;国企改革;回购增持再贷款概念;融资融券;沪股通,8.0,17
600381,600381.SH,ST板块;西部大开发;白酒概念,3.0,22
300554,300554.SZ,第三代半导体;光伏概念;芯片概念;中芯国际概念;股权转让(并购重组),5.0,33
601992,601992.SH,房屋检测;京津冀一体化;水泥概念;商业航天;创投;雄安新区;装配式建筑;物业管理;一带一路;国企改革;可控核聚变;固废处理;储能;沪股通;融资融券,15.0,17
001216,001216.SZ,牙科医疗;跨境电商;参股银行;NFT概念;华为概念;特高压;柔性直流输电;人民币贬值受益;智能穿戴;消费电子概念;股权转让(并购重组),11.0,33
002415,002415.SZ,足球概念;人脸识别;智慧政务;数据安全;人工智能;智慧城市;多模态AI;数字乡村;安防;养老概念;物联网;智能家居;工业互联网;机器视觉;机器人概念;无人驾驶;无人机;汽车电子;国企改革;同花顺漂亮100;证金持股;回购增持再贷款概念;央企国企改革;AI应用;光纤概念;同花顺出海50;深股通;融资融券,28.0,33
301217,301217.SZ,PET铜箔;PCB概念;宁德时代概念;固态电池;5G;锂电池概念;比亚迪概念;储能;国企改革;深股通;融资融券,11.0,33
920717,920717.BJ,融资融券;天然气,2.0,151
920174,920174.BJ,雅下水电概念;股权转让(并购重组);融资融券;水利;中俄贸易概念;专精特新;一带一路,7.0,151
002497,002497.SZ,固态电池;锂电池概念;宁德时代概念;民爆概念;2025三季报预增;特斯拉概念;2025年报预增;雅下水电概念;比亚迪概念;西部大开发;工业互联网;机器人概念;深股通;军工;军民融合;融资融券,16.0,33
600064,600064.SH,证金持股;参股券商;参股银行;国企改革;污水处理;创投;融资融券;沪股通,8.0,17
600575,600575.SH,煤炭概念;超超临界发电;绿色电力;天然气;国企改革;虚拟电厂;融资融券;DeepSeek概念;机器人概念;股权转让(并购重组);沪股通,11.0,17
000100,000100.SZ,MicroLED概念;MiniLED;柔性屏(折叠屏);OLED;硅能源;光伏概念;绿色电力;参股银行;AI眼镜;回购增持再贷款概念;消费电子概念;2025年报预增;比亚迪概念;虚拟现实;小米概念;工业互联网;华为概念;粤港澳大湾区;芯片概念;证金持股;超级品牌;深股通;融资融券,23.0,33
600152,600152.SH,固态电池;钠离子电池;无人机;换电概念;储能;锂电池概念;新型烟草(电子烟);消费电子概念;机器人概念;华为概念;华为汽车;两轮车;共同富裕示范区,13.0,17
002576,002576.SZ,新能源汽车;风电;机器人概念;比亚迪概念;特高压;专精特新,6.0,33
000333,000333.SZ,超级品牌;证金持股;同花顺漂亮100;空气能热泵;家用电器;智能家居;深股通;融资融券;一带一路;AI智能体;物联网;智能电网;工业互联网;汽车热管理;回购增持再贷款概念;机器人概念;同花顺出海50;人形机器人;华为概念;数据中心;MCU芯片;芯片概念;液冷服务器,23.0,33
920357,920357.BJ,新能源汽车;融资融券;消费电子概念;汽车电子;专精特新;PCB概念,6.0,151
000828,000828.SZ,参股券商;期货概念;PPP概念;国企改革;动力电池回收;粤港澳大湾区;充电桩;深股通;融资融券;新能源汽车,10.0,33
920060,920060.BJ,一带一路;无人驾驶;毫米波雷达;共封装光学(CPO);充电桩;AI PC;机器人概念;融资融券;消费电子概念;汽车电子;家用电器;PCB概念,12.0,151
002886,002886.SZ,PEEK材料;3D打印;新型烟草(电子烟);富士康概念;毫米波雷达;特斯拉概念;PCB概念;碳纤维;小米汽车;先进封装;人形机器人;专精特新;小米概念;新能源汽车;芯片概念;无人机;机器人概念;华为汽车;5G;低空经济;光伏概念;军工;商业航天;6G概念;石墨烯;2025年报预增;华为概念;粤港澳大湾区;核电;特高压;合成生物;深股通,32.0,33
002538,002538.SZ,磷化工;化肥;金属铅;金属锌;生态农业;金属铜;农村电商;黄金概念;乡村振兴;民营医院;工业互联网;融资融券;深股通,13.0,33
603628,603628.SH,光伏建筑一体化;光伏概念;福建自贸区;海峡两岸;建筑节能;储能;绿色电力;机器人概念;回购增持再贷款概念;新疆振兴;人工智能;融资融券,12.0,17
603055,603055.SH,长三角一体化;一带一路;沪股通;融资融券,4.0,17
002837,002837.SZ,液冷服务器;英伟达概念;中国AI 50;数据中心;比亚迪概念;新能源汽车;东数西算(算力);储能;华为概念;军工;充电桩;高铁;阿里巴巴概念;粤港澳大湾区;腾讯概念;抖音概念(字节概念);家用电器;冷链物流;融资融券;深股通,20.0,33
920981,920981.BJ,共封装光学(CPO);融资融券;芯片概念;消费电子概念;汽车电子;专精特新;华为海思概念股,7.0,151
000620,000620.SZ,存储芯片;芯片概念;参股银行;乡村振兴;京津冀一体化;体育产业;旅游概念;数据要素;IP经济(谷子经济);AI智能体;短剧游戏;深股通,12.0,33
002327,002327.SZ,深股通,1.0,33
600965,600965.SH,乳业;粮食概念;生态农业;预制菜;农业种植;玉米;乡村振兴;冷链物流;京津冀一体化;土壤修复;融资融券,11.0,17
600468,600468.SH,可控核聚变;柔性直流输电;核电;智能电网;海工装备;风电;超导概念;军工;军民融合;储能;氢能源;一带一路;京津冀一体化;国企改革;沪股通,15.0,17
000659,000659.SZ,横琴新区;粤港澳大湾区;啤酒概念,3.0,33
605277,605277.SH,铜缆高速连接;F5G概念;5G;消费电子概念;液冷服务器;汽车电子;数据中心;东数西算(算力);华为概念;新能源汽车;机器人概念;光伏概念;储能;充电桩;融资融券;沪股通,16.0,17
002978,002978.SZ,小金属概念;钛白粉概念;钒电池;锂电池概念;西部大开发;参股银行;股权转让(并购重组);融资融券;深股通,9.0,33
300338,300338.SZ,ST板块;虚拟电厂;职业教育;储能;钠离子电池;在线教育;百度概念;元宇宙;虚拟数字人;ChatGPT概念,10.0,33
301587,301587.SZ,特斯拉概念;新能源汽车;低空经济;储能;锂电池概念;固态电池;商业航天;融资融券,8.0,33
000928,000928.SZ,同花顺中特估100;医疗废物处理;国企改革;超超临界发电;央企国企改革;碳中和;一带一路;中俄贸易概念;3D打印;数字经济;深股通;融资融券;中字头股票,13.0,33
601658,601658.SH,国企改革;融资融券;沪股通,3.0,17
301069,301069.SZ,锂电池概念;PEEK材料;3D打印;2025年报预增;深股通;融资融券,6.0,33
002363,002363.SZ,商业航天;军工;长安汽车概念;特斯拉概念;华为汽车;比亚迪概念;新能源汽车;数字经济;华为概念;百度概念,10.0,33
002149,002149.SZ,商业航天;航空发动机;卫星导航;可控核聚变;超导概念;军工;核电;海工装备;柔性屏(折叠屏);5G;专精特新;燃料电池;西部大开发;氢能源;小金属概念;国企改革;医疗器械概念;俄乌冲突概念;深股通;融资融券,20.0,33
600987,600987.SH,黄金概念;染料;回购增持再贷款概念;污水处理;共同富裕示范区;沪股通;融资融券,7.0,17
600548,600548.SH,参股券商;参股银行;深圳国企改革;PPP概念;国企改革;固废处理;汽车拆解概念;沪股通;融资融券;粤港澳大湾区;百度概念;风电,12.0,17
300043,300043.SZ,手机游戏;文化传媒概念;网络游戏;NFT概念;电子竞技;IP经济(谷子经济);抖音概念(字节概念);云游戏;AI应用;元宇宙;腾讯概念;鸿蒙概念;人工智能;跨境电商;三胎概念;横琴新区;华为概念;数字货币;粤港澳大湾区;人民币贬值受益;深股通,21.0,33
300310,300310.SZ,信创;车联网(车路协同);AIGC概念;AI智能体;算力租赁;DeepSeek概念;智慧灯杆;物联网;华为概念;低空经济;商业航天;工业互联网;创投;粤港澳大湾区;5G;数据中心;机器人概念;光伏概念;充电桩;储能;共封装光学(CPO);深股通;融资融券,23.0,33
301665,301665.SZ,草甘膦;氟化工概念;注册制次新股;人民币贬值受益;2025年报预增;一带一路;深股通;新股与次新股;融资融券,9.0,33
601916,601916.SH,共同富裕示范区;融资融券;沪股通,3.0,17
920985,920985.BJ,石墨电极;融资融券;氢能源;换电概念;光伏概念;储能;TOPCON电池;HJT电池,8.0,151
002324,002324.SZ,脑机接口;商业航天;卫星导航;碳纤维;军工;低空经济;毫米波雷达;6G概念;PEEK材料;光刻胶;消费电子概念;机器人概念;专精特新;新能源汽车;固态电池;锂电池概念;2025三季报预增;储能;长三角一体化;钠离子电池;2025年报预增;深股通;融资融券,23.0,33
301031,301031.SZ,2025年报预增;数据中心;小米概念;宁德时代概念;高压快充;特斯拉概念;小米汽车;新能源汽车;专精特新;华为汽车;储能;华为概念;充电桩;光伏概念;风电;西部大开发;深股通;融资融券,18.0,33
920719,920719.BJ,锂电池概念;钠离子电池;融资融券;第三代半导体;石墨电极;石墨烯;燃料电池;氢能源;宁德时代概念;固态电池;光伏概念;专精特新,12.0,151
603897,603897.SH,一带一路;新能源汽车;比亚迪概念;工业互联网;机器人概念;沪股通;融资融券,7.0,17
688109,688109.SH,AI眼镜;智能穿戴;华为昇腾;机器视觉;数字孪生;AI智能体;机器人概念;AIGC概念;数据要素;人工智能;无人驾驶;数字经济;DeepSeek概念;共同富裕示范区;水利;雅下水电概念;物业管理;沪股通;融资融券,19.0,17
600057,600057.SH,玉米;土地流转;统一大市场;农业种植;冷链物流;国企改革;乡村振兴;福建自贸区;海峡两岸;一带一路;智能物流;商业航天;DeepSeek概念;数据要素;沪股通;融资融券,16.0,17
002920,002920.SZ,智能座舱;无人驾驶;小米汽车;同花顺新质50;华为汽车;长安汽车概念;传感器;车联网(车路协同);毫米波雷达;英伟达概念;比亚迪概念;汽车电子;机器人概念;百度概念;华为概念;粤港澳大湾区;数字经济;回购增持再贷款概念;海峡两岸;中国AI 50;深股通;融资融券,22.0,33
600758,600758.SH,煤炭概念;国企改革;风电;沪股通;融资融券,5.0,17
300267,300267.SZ,AI应用;流感;幽门螺杆菌概念;维生素;智能医疗;医药电商;合成生物;仿制药一致性评价;小金属概念;医疗器械概念;人工智能;锂电池概念;消毒剂;深股通;融资融券,15.0,33
300873,300873.SZ,芯片概念;数字孪生;工业互联网;新型工业化;机器人概念;人工智能;人形机器人;新能源汽车;DeepSeek概念;粤港澳大湾区;AI智能体;数字经济;智能物流;一带一路;跨境电商;冷链物流;统一大市场;航运概念;深股通;融资融券,20.0,33
600241,600241.SH,国企改革;锂电池概念,2.0,17
600020,600020.SH,信托概念;参股银行;参股保险;国企改革;化债概念(AMC概念);回购增持再贷款概念;创投;充电桩;沪股通;融资融券;文化传媒概念;AI应用,12.0,17
000635,000635.SZ,消毒剂;央企国企改革;绿色电力;氢能源;国企改革;西部大开发;碳交易,7.0,33
002958,002958.SZ,深股通;融资融券,2.0,33
300633,300633.SZ,医疗器械概念;宠物经济;智能医疗;中俄贸易概念;融资融券;深股通,6.0,33
000698,000698.SZ,消毒剂;丙烯酸;国企改革;央企国企改革;ST板块;POE胶膜,6.0,33
002875,002875.SZ,三胎概念;广东自贸区;跨境电商;粤港澳大湾区;IP经济(谷子经济);股权转让(并购重组),6.0,33
300804,300804.SZ,粤港澳大湾区;融资融券,2.0,33
920976,920976.BJ,跨境电商;融资融券;网络安全;物联网;智能家居;智能医疗;数据安全;安防;人脸识别,9.0,151
300138,300138.SZ,NMN概念;代糖概念;2025年报预增;乡村振兴;2025三季报预增;工业大麻;一带一路;农业种植;深股通,9.0,33
920510,920510.BJ,芯片概念;融资融券;机器人概念;新能源汽车;减速器;人形机器人;专精特新,7.0,151
002882,002882.SZ,固态电池;锂电池概念;比亚迪概念;粤港澳大湾区;无人机;核电;深股通,7.0,33
002106,002106.SZ,电子纸;柔性屏(折叠屏);汽车电子;消费电子概念;小米概念;新能源汽车;石墨烯;人民币贬值受益;粤港澳大湾区;华为概念;海峡两岸;绿色电力;深股通;融资融券,14.0,33
688629,688629.SH,共封装光学(CPO);铜缆高速连接;5G;数据中心;高压快充;比亚迪概念;无人机;华为概念;卫星导航;军工;商业航天;阿里巴巴概念;低空经济;新能源汽车;腾讯概念;机器人概念;高铁;核电;西部大开发;国企改革;沪股通;融资融券,22.0,17
920489,920489.BJ,融资融券;国企改革;可降解塑料;光刻胶;专精特新,5.0,151
688257,688257.SH,PCB概念;工业母机;专精特新;融资融券,4.0,17
000652,000652.SZ,信托概念;新型城镇化;流感;雄安新区;参股券商;PPP概念;回购增持再贷款概念;化债概念(AMC概念);固废处理;国企改革;生物质能发电;碳交易;创投;碳中和;京津冀一体化;证金持股;独角兽概念;动力电池回收;深股通;融资融券,20.0,33
300284,300284.SZ,房屋检测;乡村振兴;智慧城市;京津冀一体化;DeepSeek概念;数字孪生;雄安新区;新型城镇化;空间计算;PPP概念;创投;水利;AI智能体;食品安全;车联网(车路协同);网约车;碳中和;低空经济;国企改革;粤港澳大湾区;一带一路;无人机;雅下水电概念;储能;深股通;俄乌冲突概念;融资融券,27.0,33
003004,003004.SZ,ST板块;智能医疗;高铁;京津冀一体化;雄安新区;人工智能;安防;军工;智慧城市;数据要素;无人机;军工信息化;人脸识别;车联网(车路协同);数字经济;低空经济;网络安全;多模态AI;信创;语音技术,20.0,33
600308,600308.SH,环氧丙烷;生物质能发电;绿色电力;一带一路;智能物流;光伏概念;数字孪生;工业互联网;数字经济;DeepSeek概念;新型工业化;数据要素;元宇宙;AI语料;AI应用;沪股通;融资融券,17.0,17
301252,301252.SZ,液冷服务器;汽车热管理;空气能热泵;数据中心;新能源汽车;专精特新;长安汽车概念;冷链物流;融资融券,9.0,33
600329,600329.SH,医药电商;高股息精选;养老概念;京津冀一体化;沪股通;融资融券,6.0,17
600674,600674.SH,证金持股;绿色电力;国企改革;西部大开发;沪股通;融资融券;回购增持再贷款概念,7.0,17
