market_code,所属概念数量,股票代码,code,所属概念
33,10,300946.SZ,300946,工业母机;人形机器人;新型工业化;机器人概念;高端装备;专精特新;海峡两岸;跨境电商;深股通;融资融券
33,8,002496.SZ,002496,氢能源;化肥;生态农业;农村电商;天然气;粮食概念;乡村振兴;摘帽
17,17,688375.SH,688375,军工信息化;卫星导航;6G概念;商业航天;军民融合;军工;无人机;5G;毫米波雷达;芯片概念;DeepSeek概念;第三代半导体;先进封装;央企国企改革;国企改革;沪股通;融资融券
37,0,000004.SZ,000004,
33,11,300929.SZ,300929,净水概念;污水处理;雄安新区;乡村振兴;水利;人工智能;PPP概念;专精特新;氢能源;储能;融资融券
33,9,300926.SZ,300926,长安汽车概念;华为汽车;一体化压铸;机器人概念;比亚迪概念;新能源汽车;专精特新;深股通;融资融券
17,8,688319.SH,688319,专精特新;幽门螺杆菌概念;西部大开发;流感;创新药;生物疫苗;沪股通;融资融券
17,7,603725.SH,603725,装配式建筑;长安汽车概念;机器人概念;创投;新能源汽车;比亚迪概念;专精特新
151,9,920418.BJ,920418,商业航天;减速器;机器人概念;专精特新;新能源汽车;国企改革;融资融券;军民融合;军工
33,29,301018.SZ,301018,富士康概念;液冷服务器;5G;数据中心(AIDC);高压快充;东数西算(算力);可控核聚变;宁德时代概念;特高压;柔性直流输电;华为概念;成飞概念;新能源汽车;军工;锂电池概念;储能;抖音概念(字节概念);腾讯概念;空气能热泵;阿里巴巴概念;百度概念;核电;海工装备;DeepSeek概念;风电;抽水蓄能;碳中和;深股通;融资融券
33,33,301316.SZ,301316,华为海思概念股;5G;云计算;芯片概念;信创;智能音箱;物联网;多模态AI;智能穿戴;抖音概念(字节概念);华为概念;小米概念;阿里巴巴概念;车联网(车路协同);虚拟现实;百度概念;机器视觉;ChatGPT概念;AI智能体;小红书概念;数据要素;财税数字化;AIGC概念;人工智能;数字经济;AI应用;DeepSeek概念;小米汽车;互联网金融;智能医疗;股权转让(并购重组);深股通;融资融券
33,42,300007.SZ,300007,人形机器人;机器人概念;传感器;元宇宙;语音技术;比亚迪概念;数字孪生;新能源汽车;小米概念;工业互联网;数据安全;脑机接口;物联网;抖音概念(字节概念);华为概念;智慧城市;区块链;智能家居;专精特新;军工;智能穿戴;柔性屏(折叠屏);互联网金融;独角兽概念;无线耳机;消费电子概念;核污染防治;创投;水利;储能;养老概念;氢能源;食品安全;锂电池概念;芯片概念;固态电池;碳中和;地下管网;污水处理;医美概念;深股通;融资融券
17,11,688767.SH,688767,人民币贬值受益;脑机接口;医疗器械概念;芬太尼;幽门螺杆菌概念;辅助生殖;猴痘概念;流感;肝炎概念;沪股通;融资融券
33,10,301261.SZ,301261,减速器;工业母机;人形机器人;机器人概念;高端装备;专精特新;创投;京津冀一体化;深股通;融资融券
33,22,002050.SZ,002050,人形机器人;汽车热管理;同花顺新质50;华为汽车;特斯拉概念;长安汽车概念;机器人概念;比亚迪概念;新能源汽车;家用电器;小米概念;燃料电池;空气能热泵;液冷服务器;宁德时代概念;数据中心(AIDC);同花顺出海50;DeepSeek概念;一带一路;储能;深股通;融资融券
17,33,688400.SH,688400,共封装光学(CPO);苹果概念;富士康概念;机器视觉;光纤概念;华为手机;新型工业化;芯片概念;消费电子概念;人形机器人;MR(混合现实);MicroLED概念;空间计算;小米概念;专精特新;虚拟现实;机器人概念;无人机;数据中心(AIDC);华为概念;宁德时代概念;Web3.0;智谱AI;元宇宙;AI视频;光伏概念;人工智能;锂电池概念;AIGC概念;数字经济;虚拟数字人;沪股通;融资融券
17,7,688255.SH,688255,新型工业化;人形机器人;机器人概念;传感器;比亚迪概念;2026一季报预增;融资融券
33,18,300853.SZ,300853,AI眼镜;智能穿戴;语音技术;传感器;东数西算(算力);专精特新;无人机;储能;机器视觉;智能电网;新型工业化;人形机器人;电力物联网;机器人概念;人工智能;DeepSeek概念;海工装备;一带一路
17,6,688513.SH,688513,创新药;仿制药一致性评价;智能医疗;西部大开发;沪股通;融资融券
17,7,688011.SH,688011,军民融合;专精特新;军工信息化;军工;黑龙江自贸区;沪股通;融资融券
33,17,002048.SZ,002048,减速器;人形机器人;华为汽车;PEEK材料;长安汽车概念;智能座舱;小米汽车;特斯拉概念;机器人概念;新能源汽车;汽车电子;比亚迪概念;小米概念;宁德时代概念;一带一路;深股通;融资融券
33,13,301007.SZ,301007,汽车热管理;减速器;人形机器人;专精特新;机器人概念;无人驾驶;新能源汽车;无人机;燃料电池;氢能源;深股通;股权转让(并购重组);融资融券
151,10,920533.BJ,920533,储能;专精特新;特斯拉概念;无人驾驶;机器人概念;融资融券;人民币贬值受益;人形机器人;宁德时代概念;新能源汽车
151,10,920522.BJ,920522,超级电容;PET铜箔;锂电池概念;宁德时代概念;固态电池;融资融券;碳纤维;比亚迪概念;钠离子电池;专精特新
17,22,603228.SH,603228,PCB概念;共封装光学(CPO);华为手机;OLED;柔性屏(折叠屏);汽车电子;AI PC;5G;消费电子概念;6G概念;毫米波雷达;英伟达概念;卫星导航;商业航天;特斯拉概念;比亚迪概念;新能源汽车;无人驾驶;华为概念;华为数字能源;沪股通;融资融券
33,14,001309.SZ,001309,存储芯片;中芯国际概念;共封装光学(CPO);芯片概念;AI PC;汽车电子;智能穿戴;数据中心(AIDC);专精特新;粤港澳大湾区;人民币贬值受益;人工智能;融资融券;深股通
33,30,300428.SZ,300428,稀土永磁;固态电池;锂电池概念;金属回收;钠离子电池;比亚迪概念;一体化压铸;3D打印;特斯拉概念;大飞机;无人机;新能源汽车;消费电子概念;专精特新;军工;航空发动机;低空经济;机器人概念;人形机器人;商业航天;军民融合;汽车拆解概念;芯片概念;汽车热管理;长安汽车概念;一带一路;第三代半导体;氟化工概念;融资融券;深股通
151,10,920642.BJ,920642,飞行汽车(eVTOL);低空经济;碳纤维;新能源汽车;融资融券;专精特新;大飞机;军民融合;小米概念;军工
33,3,301119.SZ,301119,比亚迪概念;新能源汽车;融资融券
17,4,603518.SH,603518,网红经济;三胎概念;IP经济(谷子经济);露营经济
33,19,300900.SZ,300900,卫星导航;成飞概念;航空发动机;商业航天;大飞机;军民融合;军工;无人机;低空经济;海工装备;专精特新;飞行汽车(eVTOL);高端装备;碳纤维;机器人概念;人形机器人;黑龙江自贸区;深股通;融资融券
17,13,688077.SH,688077,稀土永磁;专精特新;比亚迪概念;小金属概念;消费电子概念;新能源汽车;机器人概念;金属钴;华为概念;人形机器人;风电;固废处理;融资融券
17,15,603667.SH,603667,减速器;人形机器人;汽车热管理;特斯拉概念;机器人概念;高端装备;新能源汽车;大飞机;商业航天;无人机;军工;风电;特钢概念;沪股通;融资融券
33,8,300558.SZ,300558,重组蛋白;创新药;细胞免疫治疗;眼科医疗;基因测序;智能医疗;深股通;融资融券
33,15,300543.SZ,300543,智能家居;机器人概念;DeepSeek概念;物联网;家用电器;创投;粤港澳大湾区;人民币贬值受益;华为概念;比亚迪概念;小米概念;储能;光伏概念;锂电池概念;宠物经济
33,9,300865.SZ,300865,建筑节能;新型城镇化;水利;一带一路;低空经济;无人机;固废处理;西部大开发;融资融券
33,15,300342.SZ,300342,太赫兹;军民融合;军工信息化;卫星导航;商业航天;军工;无人机;低空经济;6G概念;家用电器;国企改革;无人驾驶;华为概念;深股通;融资融券
33,5,002772.SZ,002772,农业种植;高股息精选;乡村振兴;西部大开发;深股通
33,11,300421.SZ,300421,减速器;人形机器人;工业母机;机器人概念;高端装备;新能源汽车;卫星导航;高铁;海工装备;风电;深股通
17,9,605186.SH,605186,医药电商;中俄贸易概念;智能医疗;AI语料;机器人概念;AI智能体;DeepSeek概念;数据要素;AI应用
17,17,600110.SH,600110,PET铜箔;固态电池;PCB概念;锂电池概念;宁德时代概念;粤港澳大湾区;储能;绿色电力;比亚迪概念;核电;军工;新能源汽车;无人机;特斯拉概念;融资融券;股权转让(并购重组);沪股通
151,27,920579.BJ,920579,无人驾驶;比亚迪概念;高端装备;污水处理;芯片概念;机器人概念;物联网;新能源汽车;机器视觉;高铁;第三代半导体;智能物流;车联网(车路协同);智能医疗;烟草;融资融券;工业互联网;固废处理;专精特新;数字孪生;京津冀一体化;垃圾分类;国企改革;一体化压铸;新型工业化;央企国企改革;工业母机
17,11,603662.SH,603662,人形机器人;同花顺新质50;机器视觉;机器人概念;传感器;物联网;华为概念;芯片概念;数据中心(AIDC);融资融券;沪股通
33,20,301360.SZ,301360,富士康概念;华为手机;苹果概念;芯片概念;消费电子概念;AI眼镜;宁德时代概念;东数西算(算力);专精特新;无线充电;MR(混合现实);固态电池;智能穿戴;华为概念;机器视觉;锂电池概念;腾讯概念;钙钛矿电池;人工智能;融资融券
33,16,300690.SZ,300690,碳纤维;风电;飞行汽车(eVTOL);PEEK材料;大飞机;海工装备;低空经济;军工;机器人概念;人形机器人;无人机;比亚迪概念;新能源汽车;3D打印;深股通;融资融券
17,12,600222.SH,600222,CRO概念;流感;三胎概念;医药电商;养老概念;创新药;农业种植;参股银行;乡村振兴;国企改革;融资融券;股权转让(并购重组)
33,17,300484.SZ,300484,新型工业化;人形机器人;数字孪生;飞行汽车(eVTOL);专精特新;低空经济;比亚迪概念;燃料电池;智能物流;传感器;新能源汽车;粤港澳大湾区;创投;锂电池概念;高压快充;MCU芯片;融资融券
33,7,301255.SZ,301255,减速器;机器人概念;专精特新;海工装备;比亚迪概念;宁德时代概念;融资融券
33,9,300855.SZ,300855,航空发动机;大飞机;军民融合;军工;核电;专精特新;特钢概念;融资融券;深股通
33,9,002821.SZ,002821,CRO概念;减肥药;创新药;合成生物;智能医疗;深股通;人民币贬值受益;京津冀一体化;融资融券
33,6,301367.SZ,301367,医疗器械概念;京津冀一体化;人民币贬值受益;机器人概念;深股通;融资融券
17,16,688611.SH,688611,电力物联网;人形机器人;区块链;机器人概念;传感器;物联网;智能电网;虚拟电厂;储能;特高压;芯片概念;钙钛矿电池;光伏概念;存储芯片;沪股通;融资融券
17,14,688141.SH,688141,汽车芯片;芯片概念;消费电子概念;汽车电子;小米概念;智能座舱;专精特新;锂电池概念;华为概念;无人驾驶;新能源汽车;储能;沪股通;融资融券
151,18,920491.BJ,920491,飞行汽车(eVTOL);汽车电子;专精特新;物联网;新能源汽车;无人驾驶;液冷服务器;低空经济;芯片概念;无人机;消费电子概念;机器人概念;智能家居;融资融券;安防;人形机器人;传感器;医疗器械概念
33,15,300953.SZ,300953,人形机器人;小米汽车;比亚迪概念;小米概念;新能源汽车;机器人概念;宁德时代概念;飞行汽车(eVTOL);低空经济;锂电池概念;储能;2026一季报预增;一带一路;深股通;融资融券
33,11,001380.SZ,001380,长安汽车概念;华为汽车;人形机器人;机器人概念;新能源汽车;比亚迪概念;无人机;军工;专精特新;深股通;融资融券
33,4,301032.SZ,301032,农机;一带一路;乡村振兴;融资融券
33,9,301023.SZ,301023,减速器;人形机器人;机器人概念;新能源汽车;专精特新;光伏概念;储能;特高压;融资融券
33,23,300199.SZ,300199,华为概念;粤港澳大湾区;CRO概念;区块链;人民币贬值受益;人工智能;智能医疗;创投;细胞免疫治疗;医疗器械概念;减肥药;幽门螺杆菌概念;辅助生殖;工业大麻;深股通;融资融券;合成生物;猴痘概念;创新药;三胎概念;肝炎概念;流感;仿制药一致性评价
17,19,600150.SH,600150,中船系;中字头股票;国产航母;航运概念;同花顺中特估100;同花顺出海50;国企改革;央企国企改革;一带一路;海工装备;军民融合;高端装备;军工;风电;DeepSeek概念;商业航天;股权转让(并购重组);沪股通;融资融券
17,6,603903.SH,603903,污水处理;氢能源;雄安新区;京津冀一体化;PPP概念;股权转让(并购重组)
33,9,301000.SZ,301000,人形机器人;汽车热管理;机器人概念;新能源汽车;家用电器;燃料电池;储能;深股通;融资融券
33,6,002576.SZ,002576,机器人概念;比亚迪概念;新能源汽车;专精特新;风电;特高压
33,13,300716.SZ,300716,HJT电池;TOPCON电池;智能音箱;钙钛矿电池;光伏概念;华为汽车;新能源汽车;长安汽车概念;可降解塑料;军民融合;碳中和;储能;ST板块
33,12,300696.SZ,300696,成飞概念;航空发动机;军民融合;军工;大飞机;3D打印;无人机;低空经济;创投;西部大开发;融资融券;深股通
33,3,300966.SZ,300966,合成生物;辅助生殖;融资融券
151,9,920425.BJ,920425,MiniLED;消费电子概念;机器人概念;苹果概念;融资融券;AI眼镜;西部大开发;专精特新;机器视觉
33,18,002235.SZ,002235,Web3.0;知识产权保护;NFT概念;文化传媒概念;数据确权;数据要素;区块链;体育产业;独角兽概念;物业管理;网络安全;蚂蚁集团概念;福建自贸区;海峡两岸;比亚迪概念;深股通;股权转让(并购重组);融资融券
151,7,920089.BJ,920089,家用电器;碳纤维;比亚迪概念;小米汽车;3D打印;小米概念;融资融券
22,12,688033.SH,688033,ST板块;成飞概念;碳纤维;新能源汽车;军工;商业航天;大飞机;飞行汽车(eVTOL);高铁;京津冀一体化;光伏概念;锂电池概念
33,19,000559.SZ,000559,人形机器人;小米汽车;机器人概念;工业互联网;低空经济;无人机;军工;新能源汽车;比亚迪概念;小米概念;储能;汽车电子;绿色电力;锂电池概念;固态电池;MCU芯片;深股通;融资融券;股权转让(并购重组)
17,7,688231.SH,688231,3D打印;航空发动机;军工;军民融合;高铁;沪股通;融资融券
