code,所属概念,所属概念数量,股票代码,market_code
001278,农机;机器视觉;汽车电子;长安汽车概念;新能源汽车;比亚迪概念;芯片概念;无线充电,8,001278.SZ,33
301207,肝炎概念;流感;生物疫苗;禽流感;深股通;融资融券,6,301207.SZ,33
301603,PCB概念;工业母机;柔性屏(折叠屏);人形机器人;军工;新型工业化;新能源汽车;专精特新;机器人概念;2025年报预增;粤港澳大湾区;液冷服务器;深股通;融资融券,14,301603.SZ,33
688568,卫星导航;商业航天;军工;无人机;海工装备;低空经济;时空大数据;多模态AI;同花顺新质50;数据中心;东数西算(算力);云计算;数字孪生;数据要素;AI智能体;水利;AIGC概念;数字经济;华为概念;人工智能;AI应用;DeepSeek概念;智慧城市;空间计算;碳交易;国企改革;碳中和;中字头股票;沪股通;融资融券,30,688568.SH,17
688692,AI语料;信创;数据要素;华为概念;智能电网;沪股通;融资融券,7,688692.SH,17
301089,猴痘概念;肝炎概念;流感;合成生物;融资融券,5,301089.SZ,33
301680,注册制次新股;柔性直流输电;汽车热管理;核电;智能电网;储能;特高压;锂电池概念;宁德时代概念;新能源汽车;专精特新;深股通;新股与次新股;融资融券,14,301680.SZ,33
300900,航空发动机;卫星导航;大飞机;商业航天;成飞概念;军民融合;军工;低空经济;无人机;专精特新;高端装备;飞行汽车(eVTOL);海工装备;人形机器人;机器人概念;碳纤维;黑龙江自贸区;回购增持再贷款概念;深股通;融资融券,20,300900.SZ,33
301525,人形机器人;汽车电子;汽车热管理;专精特新;新能源汽车;机器人概念;数据中心;空气能热泵;冷链物流;深股通;融资融券,11,301525.SZ,33
301328,毫米波雷达;铜缆高速连接;汽车电子;数据中心;智能座舱;比亚迪概念;人形机器人;新能源汽车;无人驾驶;机器人概念;低空经济;粤港澳大湾区;海峡两岸;储能;光伏概念;深股通;融资融券,17,301328.SZ,33
300790,汽车电子;AI眼镜;消费电子概念;机器视觉;小米概念;虚拟现实;安防;无人驾驶;新能源汽车;机器人概念;无人机;华为概念;智能家居;车联网(车路协同);职业教育;深股通,16,300790.SZ,33
301687,注册制次新股;PCB概念;光伏概念;比亚迪概念;新能源汽车;消费电子概念;苹果概念;锂电池概念;专精特新;POE胶膜;海峡两岸;长三角一体化;深股通;新股与次新股;融资融券,15,301687.SZ,33
920183,专精特新;消费电子概念;新股与次新股;融资融券;人民币贬值受益,5,920183.BJ,151
688350,专精特新;污水处理;氢能源;盐湖提锂;融资融券,5,688350.SH,17
301088,融资融券,1,301088.SZ,33
300461,新型烟草(电子烟);长三角一体化;无线充电;苹果概念;比亚迪概念;新型工业化;无线耳机;消费电子概念;汽车电子,9,300461.SZ,33
603915,减速器;机器人概念;人形机器人;水利;高端装备;海工装备;固废处理;光伏建筑一体化;融资融券;沪股通,10,603915.SH,17
920180,医疗器械概念;新股与次新股;融资融券,3,920180.BJ,151
301319,先进封装;富士康概念;芯片概念;比亚迪概念;专精特新;华为概念;新能源汽车;光伏概念;低空经济;粤港澳大湾区;融资融券,11,301319.SZ,33
603950,汽车电子;比亚迪概念;2025年报预增;新能源汽车;飞行汽车(eVTOL);低空经济;股权转让(并购重组);沪股通,8,603950.SH,17
300518,锂电池概念;网红经济;西部大开发;氢能源;网络游戏;手机游戏;融资融券,7,300518.SZ,33
002428,光纤概念;第三代半导体;小金属概念;芯片概念;氟化工概念;商业航天;卫星导航;光伏概念;军工;华为概念;西部大开发;深股通;融资融券,13,002428.SZ,33
605222,可控核聚变;商业航天;海工装备;大飞机;柔性直流输电;军工;核电;特高压;特斯拉概念;机器人概念;光伏概念;风电;充电桩;数据中心;沪股通,15,605222.SH,17
301629,存储芯片;芯片概念;机器视觉;比亚迪概念;专精特新;华为概念;深股通;融资融券,8,301629.SZ,33
688076,减肥药;创新药;肝炎概念;流感;CRO概念;辅助生殖;合成生物;智能医疗;AI应用;ST板块;人民币贬值受益;专精特新,12,688076.SH,22
300507,飞行汽车(eVTOL);汽车热管理;比亚迪概念;新能源汽车;传感器;华为汽车;低空经济;高压快充;芯片概念;股权转让(并购重组);深股通;融资融券,12,300507.SZ,33
301682,注册制次新股;柔性直流输电;卫星导航;商业航天;大飞机;核电;可控核聚变;超级电容;先进封装;军工;东数西算(算力);消费电子概念;芯片概念;汽车电子;储能;传感器;高端装备;苹果概念;华为概念;比亚迪概念;新能源汽车;国企改革;锂电池概念;西部大开发;新股与次新股;融资融券,26,301682.SZ,33
688203,可降解塑料;国企改革;3D打印;专精特新;融资融券,5,688203.SH,17
301413,人形机器人;机器人概念;传感器;无人驾驶;专精特新;华为概念;比亚迪概念;新能源汽车;粤港澳大湾区;汽车芯片;创投;储能;深股通;融资融券,14,301413.SZ,33
603608,C2M概念;粤港澳大湾区;跨境电商;抖音概念(字节概念);AIGC概念;网红经济;股权转让(并购重组),7,603608.SH,17
920953,AI应用;鸿蒙概念;融资融券;机器人概念;物联网;智能物流;数据要素;智慧政务;数据安全;在线教育;数字经济;华为鲲鹏;信创;华为昇腾;人脸识别;人工智能;云计算;DeepSeek概念;AI智能体;AIGC概念,20,920953.BJ,151
688229,数据安全;云计算;华为鲲鹏;信创;东数西算(算力);腾讯概念;阿里巴巴概念;抖音概念(字节概念);百度概念;数据要素;鸿蒙概念;数据中心;AI应用;华为概念;DeepSeek概念;互联网金融;数字经济;人工智能;工业互联网;融资融券,20,688229.SH,17
600249,流感;医药电商;三胎概念;参股银行;西部大开发;参股券商;国企改革;股权转让(并购重组),8,600249.SH,17
000697,军工;航空发动机;大飞机;西部大开发;无人机;国企改革;人民币贬值受益;摘帽,8,000697.SZ,33
000700,人形机器人;特斯拉概念;小米概念;比亚迪概念;小米汽车;华为汽车;新能源汽车;机器人概念;智能医疗;参股银行;民营医院;融资融券;深股通,13,000700.SZ,33
600743,物业管理;京津冀一体化;国企改革;智能家居;数字经济;沪股通;融资融券;股权转让(并购重组),8,600743.SH,17
603037,华为汽车;同花顺新质50;专精特新;长安汽车概念;小米汽车;无人驾驶;小米概念;特斯拉概念;新能源汽车;比亚迪概念;储能;氢能源;股权转让(并购重组),13,603037.SH,17
688799,创新药;仿制药一致性评价;肝炎概念;幽门螺杆菌概念;合成生物;专精特新;沪股通;融资融券,8,688799.SH,17
300052,云游戏;电子竞技;网络安全;华为概念;东数西算(算力);虚拟现实;云计算;粤港澳大湾区;元宇宙;数据中心;数字经济;数字孪生;算力租赁;腾讯概念;阿里巴巴概念;区块链;DeepSeek概念;互联网金融;网络游戏;虚拟数字人;手机游戏;NFT概念;旅游概念;摘帽,24,300052.SZ,33
688807,共封装光学(CPO);科创次新股;汽车芯片;5G;芯片概念;MCU芯片;数据中心;注册制次新股;海峡两岸;新股与次新股;融资融券,11,688807.SH,17
688178,盐湖提锂;动力电池回收;固废处理;污水处理;融资融券,5,688178.SH,17
688757,存储芯片;先进封装;芯片概念;光刻胶;新能源汽车;沪股通;融资融券,7,688757.SH,17
688510,航空发动机;大飞机;无人机;专精特新;人民币贬值受益;医疗器械概念;绿色电力;沪股通;融资融券,9,688510.SH,17
920111,共同富裕示范区;专精特新;融资融券;新能源汽车,4,920111.BJ,151
300852,PCB概念;共封装光学(CPO);毫米波雷达;5G;汽车电子;数据中心;无人机;人形机器人;比亚迪概念;机器人概念;粤港澳大湾区;人民币贬值受益;一带一路;深股通,14,300852.SZ,33
001313,合成生物;预制菜;乡村振兴;粤港澳大湾区;数据要素;一带一路;深股通,7,001313.SZ,33
688545,国家大基金持股;中芯国际概念;存储芯片;光刻胶;芯片概念;独角兽概念;磷化工;国企改革;沪股通;融资融券,10,688545.SH,17
002943,HJT电池;TOPCON电池;第三代半导体;工业母机;芯片概念;比亚迪概念;光伏概念;AI眼镜;智能穿戴;稀土永磁;深股通;融资融券,12,002943.SZ,33
300672,国家大基金持股;存储芯片;汽车芯片;芯片概念;WiFi 6;星闪概念;智能座舱;卫星导航;机器视觉;东数西算(算力);虚拟现实;专精特新;物联网;无人驾驶;车联网(车路协同);鸿蒙概念;机器人概念;人工智能;深股通;股权转让(并购重组);融资融券,21,300672.SZ,33
300572,PM2.5;一体化压铸;机器人概念;比亚迪概念;粤港澳大湾区;新能源汽车;换电概念;充电桩;军工;创投;人工智能;新疆振兴;深股通;股权转让(并购重组),14,300572.SZ,33
688820,科创次新股;先进封装;存储芯片;芯片概念;注册制次新股;新股与次新股;融资融券,7,688820.SH,17
688485,芯片概念;专精特新;京津冀一体化;融资融券,4,688485.SH,17
920578,西部大开发;融资融券;机器人概念;新能源汽车;新型工业化;工业母机;工业互联网;专精特新,8,920578.BJ,151
001331,天然气;股权转让(并购重组),2,001331.SZ,33
603293,注册制次新股;小米汽车;智能座舱;无人驾驶;毫米波雷达;新能源汽车;MCU芯片;汽车电子;专精特新;汽车芯片;新股与次新股;融资融券,12,603293.SH,17
688418,卫星导航;商业航天;6G概念;军工;无人机;智慧政务;低空经济;网络安全;WiFi 6;5G;飞行汽车(eVTOL);量子科技;车联网(车路协同);物联网;机器人概念;智慧城市;华为概念;人工智能;数据中心;AI智能体;智慧灯杆;无人驾驶;工业互联网;DeepSeek概念;华为数字能源;储能;F5G概念;养老概念;光纤概念;一带一路;沪股通;融资融券,32,688418.SH,17
301220,合成生物;烟草;参股银行;人民币贬值受益;一带一路;2025年报预增;深股通;融资融券,8,301220.SZ,33
300718,人形机器人;特斯拉概念;汽车热管理;机器人概念;专精特新;长三角一体化;核电;风电;融资融券;深股通,10,300718.SZ,33
300421,人形机器人;减速器;卫星导航;工业母机;机器人概念;新能源汽车;高端装备;高铁;海工装备;风电;深股通,11,300421.SZ,33
300508,新型工业化;高端装备;工业母机;人形机器人;机器视觉;牙科医疗;专精特新;机器人概念;工业互联网;物联网;信创,11,300508.SZ,33
601882,工业母机;新型工业化;高端装备;共同富裕示范区;融资融券;沪股通,6,601882.SH,17
603030,建筑节能;装配式建筑;新型城镇化;养老概念;跨境电商;智能家居;长三角一体化;人工智能;物联网;一带一路,10,603030.SH,17
600522,光纤概念;共封装光学(CPO);铜缆高速连接;6G概念;超导概念;特高压;液冷服务器;可控核聚变;柔性直流输电;超级电容;5G;海工装备;芯片概念;商业航天;数据中心;核电;汽车电子;量子科技;风电;智能电网;光伏概念;东数西算(算力);钙钛矿电池;新能源汽车;储能;华为概念;氢能源;固态电池;低空经济;机器人概念;工业互联网;一带一路;锂电池概念;绿色电力;碳中和;阿里巴巴概念;DeepSeek概念;数字经济;数据要素;沪股通;融资融券;证金持股,42,600522.SH,17
688781,科创次新股;注册制次新股;AI眼镜;芯片概念;智能穿戴;OLED;新股与次新股;融资融券,8,688781.SH,17
301079,商业航天;军工;高铁;海工装备;核电;专精特新;机器人概念;水利;比亚迪概念;一带一路;风电;抽水蓄能;锂电池概念;股权转让(并购重组);融资融券,15,301079.SZ,33
603162,航运概念;统一大市场;福建自贸区;海峡两岸;人民币贬值受益;沪股通,6,603162.SH,17
688061,先进封装;MCU芯片;芯片概念;消费电子概念;传感器;小米概念;新能源汽车;无人机;机器人概念;融资融券,10,688061.SH,17
300955,三胎概念;海峡两岸;融资融券,3,300955.SZ,33
603289,垃圾分类;地下管网;新型工业化;长三角一体化;一体化压铸;新能源汽车;比亚迪概念;高端装备,8,603289.SH,17
605111,汽车芯片;先进封装;第三代半导体;芯片概念;汽车电子;东数西算(算力);数据中心;无人机;无人驾驶;专精特新;比亚迪概念;机器人概念;低空经济;新能源汽车;充电桩;宁德时代概念;光伏概念;融资融券;沪股通,19,605111.SH,17
600118,国产航母;大飞机;军民融合;卫星导航;商业航天;6G概念;中字头股票;军工;无人机;高端装备;低空经济;央企国企改革;芯片概念;水利;人工智能;一带一路;京津冀一体化;国企改革;智能医疗;沪股通;融资融券,21,600118.SH,17
300865,建筑节能;新型城镇化;固废处理;水利;一带一路;无人机;低空经济;西部大开发;融资融券,9,300865.SZ,33
920873,AI应用;西部大开发;装配式建筑;融资融券;污水处理;智慧城市;水利;新型城镇化;数字孪生;房屋检测;净水概念;人工智能;云计算;一带一路;PPP概念,15,920873.BJ,151
601003,国企改革;西部大开发;养老概念;沪股通;融资融券,5,601003.SH,17
300948,人工智能;建筑节能;土壤修复;新型城镇化;水利;碳中和;污水处理;一带一路;碳交易;PPP概念;股权转让(并购重组);融资融券,12,300948.SZ,33
688184,固态电池;宁德时代概念;锂电池概念;专精特新;钠离子电池;ST板块,6,688184.SH,22
301003,新能源汽车;融资融券,2,301003.SZ,33
000026,央企国企改革;国企改革;减速器;机器人概念;商业航天;人形机器人;智能穿戴;深股通,8,000026.SZ,33
300854,粤港澳大湾区;固废处理;土壤修复;生物质能发电;碳中和;绿色电力;融资融券,7,300854.SZ,33
920011,专精特新;家用电器;机器人概念;小米概念;一带一路;智能家居;参股银行;新股与次新股;融资融券,9,920011.BJ,151
301115,数字孪生;芯片概念;传感器;智慧城市;光伏概念;特斯拉概念;高铁;水利;家用电器;碳中和;土壤修复;新型城镇化;一带一路;食品安全;房屋检测;融资融券,16,301115.SZ,33
920124,人形机器人;粤港澳大湾区;新能源汽车;新股与次新股;融资融券,5,920124.BJ,151
920116,军工;军工信息化;DeepSeek概念;专精特新;数字经济;AIGC概念;人工智能;融资融券;商业航天;数据要素;卫星导航;国企改革,12,920116.BJ,151
300828,汽车热管理;新能源汽车;比亚迪概念;5G;机器人概念;光伏概念;充电桩;数据中心;液冷服务器;储能;医疗器械概念;风电;京津冀一体化;一带一路;国企改革;股权转让(并购重组),16,300828.SZ,33
