market_code,股票代码,所属概念,code,所属概念数量
33,300030.SZ,细胞免疫治疗;医疗器械概念;智能医疗;家庭医生;横琴新区;PPP概念;人工智能;DeepSeek概念;数据要素;粤港澳大湾区;云计算;国企改革,300030,12
33,002634.SZ,TOPCON电池;光伏概念;互联网金融,002634,3
17,600760.SH,军民融合;大飞机;军工;无人机;央企国企改革;高端装备;数字经济;国企改革;同花顺中特估100;同花顺漂亮100;沪股通;中字头股票;融资融券,600760,13
17,688383.SH,先进封装;芯片概念;MiniLED;商业航天;人形机器人;机器人概念;华为概念;锂电池概念;沪股通;融资融券,688383,10
33,300813.SZ,细胞免疫治疗;医疗器械概念;食品安全;共同富裕示范区;机器人概念,300813,5
17,605318.SH,长三角一体化;智能家居;装配式建筑,605318,3
33,300790.SZ,无人驾驶;汽车电子;小米概念;机器视觉;AI眼镜;消费电子概念;机器人概念;新能源汽车;车联网(车路协同);无人机;安防;华为概念;虚拟现实;智能家居;职业教育;深股通,300790,16
33,300588.SZ,时空大数据;网络安全;智慧政务;数据安全;数据要素;人脸识别;华为鲲鹏;信创;智慧城市;DeepSeek概念;安防;数字经济;独角兽概念;东数西算(算力);人工智能;华为概念;新疆振兴;西部大开发;机器视觉;AI应用;专精特新;股权转让(并购重组),300588,22
33,300698.SZ,车联网(车路协同);无人驾驶;网约车;卫星导航;百度概念;物联网;数据要素;华为昇腾;智能物流;人工智能;云计算;DeepSeek概念;比亚迪概念;东数西算(算力);5G;算力租赁;阿里巴巴概念;英伟达概念;数据中心;智能医疗;光纤概念;液冷服务器;一带一路;深股通,300698,24
33,300650.SZ,存储芯片;MiniLED;芯片概念;无线耳机;汽车电子;传感器;海峡两岸;5G;小米概念;比亚迪概念;智慧灯杆;物联网;机器人概念;华为概念;智慧城市;人民币贬值受益;元宇宙,300650,17
33,301198.SZ,跨境电商;华为概念;智能物流;比亚迪概念;特斯拉概念;融资融券,301198,6
22,600079.SH,芬太尼;肝炎概念;创新药;流感;民营医院;辅助生殖;生物疫苗;ST板块;医疗器械概念;国企改革;央企国企改革;人工智能,600079,12
17,688173.SH,汽车芯片;AI手机;AI眼镜;芯片概念;消费电子概念;智能穿戴;智能座舱;无线充电;汽车电子;传感器;小米概念;专精特新;华为概念;机器人概念;东数西算(算力);锂电池概念;粤港澳大湾区;智能家居;人民币贬值受益;股权转让(并购重组);沪股通;融资融券,688173,22
33,300167.SZ,安防;ST板块;股权转让(并购重组);智能物流;智慧城市;华为概念;算力租赁;东数西算(算力);军工;横琴新区;数据中心;在线教育;智慧政务;信创;氢能源;虚拟数字人;AI智能体,300167,17
33,301228.SZ,食品安全;土壤修复;融资融券,301228,3
33,301505.SZ,空间计算;水利;新型城镇化;智慧城市;污水处理;低空经济;车联网(车路协同);无人机;融资融券,301505,9
33,300081.SZ,数字水印;Web3.0;空间计算;数据确权;智慧政务;AIGC概念;虚拟数字人;在线教育;ChatGPT概念;短剧游戏;数字乡村;算力租赁;元宇宙;文化传媒概念;AI智能体;数据安全;IP经济(谷子经济);区块链;网络游戏;量子科技;东数西算(算力);虚拟现实;数字经济;MR(混合现实);人工智能;海峡两岸;华为概念;京津冀一体化;三胎概念;机器人概念;乡村振兴;AI应用;融资融券,300081,33
33,300660.SZ,减速器;人形机器人;汽车热管理;机器人概念;新能源汽车;比亚迪概念;无人驾驶;芯片概念;军工;军民融合;液冷服务器;物联网;家用电器;华为概念;宁德时代概念;数据中心;储能;一带一路;深股通;融资融券,300660,20
33,000672.SZ,水泥概念;一带一路;绿色电力;储能;西部大开发;创投;深股通;融资融券,000672,8
33,002813.SZ,车联网(车路协同);无人驾驶;智能座舱;百度概念;星闪概念;数据安全;人工智能;卫星导航;DeepSeek概念;汽车电子;机器人概念,002813,11
33,300421.SZ,减速器;人形机器人;工业母机;卫星导航;新能源汽车;机器人概念;高端装备;海工装备;高铁;风电;深股通,300421,11
33,001333.SZ,共同富裕示范区;长三角一体化,001333,2
22,603559.SH,ST板块;云计算;时空大数据;数据中心;5G,603559,5
33,301024.SZ,新型城镇化;装配式建筑;建筑节能;光伏建筑一体化;职业教育;风电;储能;数据中心;上海自贸区;光伏概念;区块链;蚂蚁集团概念;融资融券,301024,13
22,600130.SH,ST板块;汽车电子;消费电子概念;人脸识别;卫星导航,600130,5
151,920578.BJ,西部大开发;融资融券;机器人概念;新能源汽车;新型工业化;工业母机;工业互联网;专精特新,920578,8
17,603596.SH,华为汽车;特斯拉概念;长安汽车概念;人形机器人;比亚迪概念;无人驾驶;新能源汽车;飞行汽车(eVTOL);机器人概念;专精特新;低空经济;创投;融资融券;沪股通,603596,14
17,603023.SH,EDR概念;智能座舱;汽车电子;无人驾驶;传感器;车联网(车路协同);黑龙江自贸区;新能源汽车;国企改革;股权转让(并购重组);摘帽,603023,11
33,002360.SZ,可降解塑料;民爆概念;光伏概念,002360,3
33,000858.SZ,白酒概念;超级品牌;同花顺漂亮100;证金持股;参股券商;深股通;融资融券;国企改革;西部大开发,000858,9
17,688120.SH,存储芯片;芯片概念;专精特新;国企改革;沪股通;融资融券,688120,6
33,000886.SZ,海南自贸区;自由贸易港;旅游概念;物业管理;化债概念(AMC概念);水利;参股银行;车联网(车路协同);数字经济;国企改革;抖音概念(字节概念);算力租赁;东数西算(算力);回购增持再贷款概念;数据中心;2025年报预增;股权转让(并购重组);深股通,000886,18
33,300695.SZ,人形机器人;长安汽车概念;新能源汽车;比亚迪概念;机器人概念;汽车电子;专精特新;工业互联网;充电桩;高压快充;创投;2025年报预增;深股通,300695,13
33,301568.SZ,富士康概念;PCB概念;光刻机;消费电子概念;芯片概念;汽车电子;MicroLED概念;比亚迪概念;新型工业化;光刻胶;5G;高端装备;专精特新;AI眼镜;机器视觉;海峡两岸;商业航天;福建自贸区;锂电池概念;人工智能;多模态AI;融资融券,301568,22
33,000681.SZ,Sora概念(文生视频);快手概念;AI语料;知识产权保护;AIGC概念;智谱AI;多模态AI;文化传媒概念;AI应用;NFT概念;抖音概念(字节概念);数据确权;AI智能体;百度概念;腾讯概念;阿里巴巴概念;数字水印;数据要素;区块链;鸿蒙概念;虚拟现实;人工智能;DeepSeek概念;华为概念;小米概念;深股通;融资融券,000681,27
33,301358.SZ,磷化工;动力电池回收;固态电池;锂电池概念;宁德时代概念;金属铜;储能;比亚迪概念;2025年报预增;新能源汽车;深股通;融资融券,301358,12
17,688775.SH,科创次新股;语音技术;注册制次新股;消费电子概念;人民币贬值受益;粤港澳大湾区;芯片概念;机器人概念;虚拟现实;人工智能;无人机;跨境电商;新股与次新股;融资融券,688775,14
33,300672.SZ,存储芯片;汽车芯片;国家大基金持股;芯片概念;星闪概念;智能座舱;WiFi 6;卫星导航;机器视觉;无人驾驶;虚拟现实;车联网(车路协同);东数西算(算力);物联网;专精特新;机器人概念;鸿蒙概念;人工智能;深股通;股权转让(并购重组);融资融券,300672,21
17,600685.SH,中船系;国产航母;军工;海工装备;央企国企改革;数据中心;2025年报预增;风电;工业互联网;国企改革;同花顺中特估100;沪股通;中字头股票;融资融券,600685,14
17,600562.SH,航空发动机;大飞机;军民融合;商业航天;军工信息化;军工;卫星导航;无人机;低空经济;可控核聚变;毫米波雷达;央企国企改革;信创;无人驾驶;华为概念;5G;国企改革;PPP概念;沪股通;融资融券,600562,20
33,300426.SZ,短剧游戏;文化传媒概念;NFT概念;AIGC概念;IP经济(谷子经济);抖音概念(字节概念);阿里巴巴概念;人工智能;DeepSeek概念;国企改革;AI应用,300426,11
33,000592.SZ,福建自贸区;海峡两岸;旅游概念;乡村振兴;民营医院;化肥;合成生物;深股通;融资融券,000592,9
22,603377.SH,ST板块;职业教育;人工智能;虚拟现实,603377,4
33,002320.SZ,海南自贸区;自由贸易港;旅游概念;航运概念;股权转让(并购重组);国企改革;央企国企改革;深股通;融资融券,002320,9
33,002679.SZ,海峡两岸;特色小镇;碳中和;碳交易;国企改革;互联网金融;人工智能,002679,7
17,688030.SH,信创;数据安全;网络安全;AI智能体;华为概念;阿里巴巴概念;DeepSeek概念;工业互联网;芯片概念;比亚迪概念;AI应用;融资融券,688030,12
33,000066.SZ,AI PC;国产操作系统;信创;华为鲲鹏;数据安全;网络安全;中国AI 50;量子科技;东数西算(算力);百度概念;卫星导航;车联网(车路协同);军民融合;商业航天;5G;智慧城市;华为概念;区块链;军工;数字经济;数据中心;人工智能;DeepSeek概念;汽车电子;芯片概念;消费电子概念;粤港澳大湾区;液冷服务器;海工装备;智能电网;锂电池概念;央企国企改革;国企改革;钠离子电池;深股通;中字头股票;融资融券,000066,37
17,688061.SH,MCU芯片;芯片概念;传感器;小米概念;消费电子概念;先进封装;机器人概念;新能源汽车;无人机;融资融券,688061,10
33,300810.SZ,军工;海工装备;数据中心;人工智能;芯片概念;机器人概念;专精特新;深股通,300810,8
17,605178.SH,智慧灯杆;网约车;空间计算;智慧城市;数据要素;物联网;新型城镇化;芯片概念;存储芯片;股权转让(并购重组),605178,10
17,688580.SH,脑机接口;智能医疗;医美概念;医疗器械概念;养老概念;专精特新;机器人概念;三胎概念;融资融券,688580,9
17,688661.SH,芯片概念;消费电子概念;英伟达概念;专精特新;传感器;机器人概念;沪股通;融资融券,688661,8
17,688469.SH,汽车芯片;第三代半导体;中芯国际概念;MCU芯片;芯片概念;消费电子概念;AI眼镜;光伏概念;比亚迪概念;5G;传感器;新能源汽车;数据中心;储能;机器人概念;无人驾驶;充电桩;智能电网;特高压;沪股通;融资融券,688469,21
33,002599.SZ,职业教育;在线教育;文化传媒概念;手机游戏;数字孪生;人脸识别;腾讯概念;元宇宙;人工智能;鸿蒙概念;虚拟数字人;虚拟现实;DeepSeek概念;体育产业;物联网;语音技术;云办公;京津冀一体化;跨境电商;机器视觉;智谱AI;人形机器人;机器人概念;无人机;AI应用;三胎概念;海峡两岸,002599,27
33,300162.SZ,足球概念;体育产业;粤港澳大湾区;安防;智能家居;商业航天;海峡两岸;人工智能;柔性屏(折叠屏);在线教育;MicroLED概念;专精特新;元宇宙;DeepSeek概念;MiniLED;人民币贬值受益;消费电子概念;先进封装,300162,18
17,688320.SH,人形机器人;工业母机;新型工业化;传感器;机器人概念;比亚迪概念;富士康概念;工业互联网;专精特新;芯片概念;华为概念;人工智能;宁德时代概念;锂电池概念;沪股通;融资融券,688320,16
33,300095.SZ,成飞概念;航空发动机;大飞机;商业航天;减速器;军工;无人机;人形机器人;高端装备;新型工业化;海工装备;机器人概念;新能源汽车;水利;风电;一带一路;回购增持再贷款概念,300095,17
33,300527.SZ,中船系;军民融合;核污染防治;军工;央企国企改革;ST板块;海工装备;国企改革;机器人概念;人工智能;新型工业化;核电;2025年报预增,300527,13
17,603400.SH,注册制次新股;智能家居;人民币贬值受益;充电桩;机器人概念;汽车电子;新能源汽车;消费电子概念;储能;锂电池概念;新股与次新股;融资融券,603400,12
22,600165.SH,ST板块;西部大开发;参股银行;合成生物,600165,4
33,300173.SZ,ST板块;石墨烯;固态电池;锂电池概念;粤港澳大湾区;新能源汽车;机器视觉;储能;新型工业化;高端装备;网络安全;国企改革;宁德时代概念;消费电子概念;华为概念;无线耳机;数字经济;数据要素;数据中心;算力租赁,300173,20
33,003009.SZ,商业航天;军民融合;军工;无人机;可控核聚变;央企国企改革;专精特新;西部大开发;光伏概念;国企改革;中字头股票;深股通,003009,12
33,301113.SZ,露营经济;跨境电商;人民币贬值受益;创投;融资融券,301113,5
33,301348.SZ,存储芯片;先进封装;第三代半导体;芯片概念;锂电池概念;消费电子概念;新能源汽车;粤港澳大湾区;华为概念;数据中心;无人机;东数西算(算力);深股通;融资融券,301348,14
33,300091.SZ,军工;无人机;光热发电;高端装备;核电;储能;燃料电池;污水处理;碳中和;氢能源;ST板块;超超临界发电;乡村振兴;国企改革,300091,14
33,301418.SZ,两轮车;消费电子概念;石墨烯;芯片概念;融资融券,301418,5
22,603389.SH,培育钻石;ST板块;智能家居;钛白粉概念;创投;旅游概念;小金属概念;稀土永磁,603389,8
17,600126.SH,算力租赁;国资云;阿里巴巴概念;东数西算(算力);DeepSeek概念;数字经济;智慧城市;数据中心;汽车拆解概念;比亚迪概念;国企改革;特钢概念;绿色电力;沪股通;融资融券,600126,15
33,002210.SZ,统一大市场;PPP概念;粤港澳大湾区;生物质能发电;固废处理;绿色电力;深股通;融资融券;股权转让(并购重组),002210,9
33,002069.SZ,预制菜;乡村振兴;冷链物流;国企改革;碳中和;人民币贬值受益,002069,6
17,600703.SH,MicroLED概念;第三代半导体;汽车芯片;MiniLED;国家大基金持股;芯片概念;AI眼镜;卫星导航;消费电子概念;商业航天;小米概念;苹果概念;无人驾驶;比亚迪概念;共封装光学(CPO);5G;华为汽车;新能源汽车;光伏概念;海峡两岸;福建自贸区;充电桩;数据中心;金属回收;同花顺漂亮100;沪股通;融资融券,600703,27
17,603520.SH,流感;仿制药一致性评价;氟化工概念;锂电池概念;专精特新,603520,5
33,002443.SZ,核电;氢能源;水利;石墨烯;回购增持再贷款概念;国企改革;天然气;新型城镇化;地下管网,002443,9
17,603214.SH,托育服务;三胎概念;跨境电商;IP经济(谷子经济);拼多多概念;腾讯概念,603214,6
33,300189.SZ,海南自贸区;转基因;玉米;粮食概念;土地流转;生态农业;农业种植;乡村振兴;合成生物;融资融券,300189,10
33,300386.SZ,数字货币;移动支付;跨境支付(CIPS);车联网(车路协同);人脸识别;网络安全;区块链;华为鲲鹏;国产操作系统;鸿蒙概念;量子科技;物联网;AI智能体;知识产权保护;芯片概念;汽车芯片;MCU芯片;深股通,300386,18
