所属概念数量,股票代码,所属概念,market_code,code
24,000338.SZ,汽车电子;同花顺出海50;数据中心(AIDC);无人驾驶;高端装备;比亚迪概念;新能源汽车;储能;燃料电池;车联网(车路协同);人民币贬值受益;深股通;融资融券;智能物流;农机;氢能源;AI智能体;DeepSeek概念;锂电池概念;固态电池;国企改革;同花顺漂亮100;高股息精选;证金持股,33,000338
13,300655.SZ,中芯国际概念;光刻胶;国家大基金持股;存储芯片;OLED;芯片概念;比亚迪概念;宁德时代概念;无人驾驶;锂电池概念;氟化工概念;融资融券;深股通,33,300655
8,000429.SZ,高股息精选;参股券商;国企改革;绿色电力;深股通;粤港澳大湾区;充电桩;融资融券,33,000429
11,301611.SZ,光刻机;存储芯片;第三代半导体;OLED;芯片概念;专精特新;锂电池概念;燃料电池;医疗器械概念;深股通;融资融券,33,301611
7,300246.SZ,血氧仪;横琴新区;智能医疗;智能穿戴;医疗器械概念;三胎概念;民营医院,33,300246
33,600941.SH,超级品牌;高股息精选;同花顺中特估100;国企改革;国资云;虚拟数字人;数字经济;数字乡村;元宇宙;DeepSeek概念;数据要素;AI应用;人工智能;ChatGPT概念;移动支付;AI智能体;多模态AI;云计算;工业互联网;长安汽车概念;算力租赁;机器人概念;低空经济;量子科技;卫星导航;东数西算(算力);6G概念;数据中心(AIDC);中国AI 50;5G;中字头股票;融资融券;沪股通,17,600941
1,002650.SZ,ST板块,33,002650
14,002466.SZ,盐湖提锂;小金属概念;固态电池;动力电池回收;化肥;锂电池概念;2026一季报预增;西部大开发;同花顺漂亮100;特斯拉概念;新能源汽车;深股通;融资融券;证金持股,33,002466
7,601702.SH,锂电池概念;新能源汽车;特斯拉概念;专精特新;比亚迪概念;融资融券;沪股通,17,601702
15,300203.SZ,光刻胶;PM2.5;医疗器械概念;高端装备;物联网;智慧城市;芯片概念;污水处理;垃圾分类;食品安全;PPP概念;碳中和;深股通;融资融券;AI应用,33,300203
16,000716.SZ,粮食概念;农业种植;网红经济;乡村振兴;跨境电商;PPP概念;养老概念;西部大开发;国企改革;一带一路;锂电池概念;储能;新能源汽车;股权转让(并购重组);深股通;融资融券,33,000716
14,600938.SH,页岩气;天然气;高股息精选;同花顺中特估100;碳交易;国企改革;央企国企改革;绿色电力;风电;海工装备;同花顺出海50;沪股通;中字头股票;融资融券,17,600938
11,301217.SZ,PET铜箔;PCB概念;固态电池;宁德时代概念;5G;锂电池概念;比亚迪概念;储能;国企改革;深股通;融资融券,33,301217
9,920152.BJ,数据中心(AIDC);钙钛矿电池;储能;专精特新;西部大开发;超级电容;风电;动力电池回收;融资融券,151,920152
4,603939.SH,医药电商;家庭医生;沪股通;融资融券,17,603939
8,301529.SZ,传感器;汽车电子;比亚迪概念;新能源汽车;5G;中俄贸易概念;深股通;融资融券,33,301529
10,601700.SH,智能电网;柔性直流输电;特高压;光伏概念;一带一路;化债概念(AMC概念);国企改革;硅能源;沪股通;融资融券,17,601700
28,002456.SZ,智能座舱;星闪概念;小米概念;汽车电子;AI眼镜;传感器;虚拟现实;消费电子概念;无人驾驶;长安汽车概念;车联网(车路协同);毫米波雷达;华为概念;人形机器人;机器人概念;人脸识别;柔性屏(折叠屏);元宇宙;智慧城市;海峡两岸;智能家居;MR(混合现实);机器视觉;OLED;医疗器械概念;深股通;融资融券;股权转让(并购重组),33,002456
14,688181.SH,光刻胶;先进封装;OLED;柔性屏(折叠屏);消费电子概念;AI眼镜;液冷服务器;染料;氟化工概念;专精特新;云计算;京津冀一体化;创新药;融资融券,17,688181
15,601857.SH,页岩气;俄乌冲突概念;天然气;高股息精选;同花顺中特估100;中字头股票;证金持股;参股保险;国企改革;碳交易;央企国企改革;氢能源;沪股通;融资融券;一带一路,17,601857
9,603260.SH,有机硅概念;硅能源;第三代半导体;石墨电极;光伏概念;长三角一体化;光纤概念;沪股通;融资融券,17,603260
9,688138.SH,中芯国际概念;OLED;第三代半导体;芯片概念;专精特新;虚拟现实;先进封装;沪股通;融资融券,17,688138
18,002838.SZ,5G;PEEK材料;钛白粉概念;华为概念;2026一季报预增;小米概念;锂电池概念;比亚迪概念;专精特新;军工;新能源汽车;特斯拉概念;机器人概念;可降解塑料;预制菜;股权转让(并购重组);融资融券;深股通,33,002838
11,688538.SH,智能座舱;智能穿戴;小米概念;柔性屏(折叠屏);大飞机;华为概念;国企改革;OLED;上海国企改革;沪股通;融资融券,17,688538
5,688267.SH,人民币贬值受益;专精特新;环氧丙烷;沪股通;融资融券,17,688267
10,688028.SH,培育钻石;OLED;芯片概念;工业母机;新能源汽车;人形机器人;核电;玻璃基板;沪股通;融资融券,17,688028
10,300277.SZ,智能电网;华为概念;核电;人工智能;高端装备;传感器;生物质能发电;国企改革;股权转让(并购重组);深股通,33,300277
18,600018.SH,高股息精选;同花顺中特估100;证金持股;免税店;航运概念;自由贸易港;上海国企改革;参股银行;国企改革;体育产业;足球概念;一带一路;创投;上海自贸区;长三角一体化;沪股通;融资融券;F5G概念,17,600018
5,301113.SZ,露营经济;跨境电商;创投;人民币贬值受益;融资融券,33,301113
7,920089.BJ,碳纤维;家用电器;3D打印;融资融券;小米概念;比亚迪概念;小米汽车,151,920089
11,300628.SZ,云办公;海峡两岸;福建自贸区;信创;腾讯概念;工业互联网;AI应用;人民币贬值受益;高股息精选;深股通;融资融券,33,300628
10,605117.SH,2026一季报预增;储能;光伏概念;一带一路;人民币贬值受益;同花顺出海50;共同富裕示范区;家用电器;融资融券;沪股通,17,605117
17,603283.SH,存储芯片;芯片概念;PCB概念;消费电子概念;苹果概念;智能穿戴;无线耳机;光伏概念;同花顺果指数;比亚迪概念;锂电池概念;新能源汽车;新型工业化;特斯拉概念;人工智能;融资融券;沪股通,17,603283
45,000032.SZ,中芯国际概念;可控核聚变;算力租赁;数据安全;国产操作系统;东数西算(算力);商业航天;云计算;数据确权;国资云;智谱AI;信创;华为鲲鹏;智慧政务;数据中心(AIDC);芯片概念;安防;低空经济;数字乡村;AI智能体;数据要素;智慧城市;阿里巴巴概念;专精特新;DeepSeek概念;AI语料;人工智能;抖音概念(字节概念);粤港澳大湾区;AI应用;柔性屏(折叠屏);智能医疗;数字孪生;碳中和;工业互联网;元宇宙;数字经济;高铁;绿色电力;央企国企改革;国企改革;乡村振兴;体育产业;融资融券;深股通,33,000032
18,300311.SZ,网络安全;数据安全;人脸识别;华为鲲鹏;智慧政务;创投;数字经济;工业互联网;人工智能;电子身份证;DeepSeek概念;区块链;AI应用;车联网(车路协同);粤港澳大湾区;数据中心(AIDC);网络游戏;ST板块,33,300311
9,600873.SH,代糖概念;维生素;高股息精选;参股银行;合成生物;生物疫苗;西部大开发;融资融券;沪股通,17,600873
4,603819.SH,安防;新能源汽车;风电;股权转让(并购重组),17,603819
2,603898.SH,IP经济(谷子经济);智能家居,17,603898
14,688135.SH,汽车芯片;存储芯片;先进封装;芯片概念;5G;传感器;东数西算(算力);卫星导航;专精特新;比亚迪概念;无人驾驶;阿里巴巴概念;沪股通;融资融券,17,688135
13,688230.SH,第三代半导体;芯片概念;AI手机;消费电子概念;AI眼镜;智能穿戴;5G;小米概念;专精特新;人形机器人;股权转让(并购重组);沪股通;融资融券,17,688230
15,002371.SZ,国家大基金持股;中芯国际概念;存储芯片;OLED;第三代半导体;芯片概念;华为海思概念股;同花顺新质50;中国AI 50;光伏概念;锂电池概念;深股通;融资融券;同花顺漂亮100;国企改革,33,002371
27,000062.SZ,华为海思概念股;存储芯片;共封装光学(CPO);芯片概念;第三代半导体;6G概念;2026一季报预增;汽车电子;传感器;华为昇腾;东数西算(算力);华为概念;比亚迪概念;新能源汽车;粤港澳大湾区;人形机器人;机器人概念;腾讯概念;智慧城市;人民币贬值受益;AI智能体;互联网金融;创投;雄安新区;深股通;融资融券;证金持股,33,000062
8,920809.BJ,锂电池概念;专精特新;磷化工;宁德时代概念;储能;融资融券;西部大开发;比亚迪概念,151,920809
11,300489.SZ,先进封装;第三代半导体;核污染防治;新能源汽车;核电;军工;氢能源;无人驾驶;无人机;低空经济;深股通,33,300489
11,920212.BJ,无人驾驶;电子竞技;车联网(车路协同);消费电子概念;汽车电子;融资融券;智能家居;一带一路;智能穿戴;储能;新能源汽车,151,920212
13,603083.SH,F5G概念;共封装光学(CPO);WiFi 6;5G;液冷服务器;华为概念;物联网;工业互联网;智能家居;人民币贬值受益;一带一路;沪股通;融资融券,17,603083
3,300883.SZ,烟草;工业互联网;融资融券,33,300883
5,601838.SH,高股息精选;国企改革;西部大开发;沪股通;融资融券,17,601838
16,300221.SZ,PCB概念;OLED;消费电子概念;5G;新型烟草(电子烟);3D打印;新能源汽车;无人机;碳纤维;机器人概念;可降解塑料;网约车;NMN概念;创投;深股通;2026中报预增,33,300221
14,002976.SZ,5G;锂电池概念;储能;汽车电子;富士康概念;飞行汽车(eVTOL);比亚迪概念;车联网(车路协同);无人驾驶;新能源汽车;一带一路;特斯拉概念;智能座舱;长安汽车概念,33,002976
17,688018.SH,MCU芯片;中国AI 50;WiFi 6;芯片概念;星闪概念;小米概念;物联网;抖音概念(字节概念);语音技术;机器人概念;AI智能体;人工智能;智能家居;数字经济;上海自贸区;沪股通;融资融券,17,688018
4,001358.SZ,净水概念;碳中和;光刻胶;融资融券,33,001358
2,001333.SZ,共同富裕示范区;长三角一体化,33,001333
28,601138.SH,同花顺果指数;共封装光学(CPO);富士康概念;英伟达概念;液冷服务器;5G;苹果概念;芯片概念;数据中心(AIDC);东数西算(算力);算力租赁;虚拟现实;云计算;物联网;新能源汽车;阿里巴巴概念;同花顺新质50;海峡两岸;机器人概念;工业互联网;智慧城市;人工智能;同花顺出海50;创投;医疗器械概念;同花顺漂亮100;沪股通;融资融券,17,601138
12,600111.SH,稀土永磁;小金属概念;金属回收;2026一季报预增;军工;专精特新;氢能源;西部大开发;国企改革;同花顺漂亮100;沪股通;融资融券,17,600111
4,603637.SH,国企改革;碳中和;天然气;氢能源,17,603637
19,301397.SZ,液冷服务器;数据中心(AIDC);比亚迪概念;华为汽车;汽车热管理;长安汽车概念;飞行汽车(eVTOL);新能源汽车;宁德时代概念;低空经济;燃料电池;储能;充电桩;换电概念;氢能源;两轮车;西部大开发;深股通;融资融券,33,301397
16,688515.SH,铜缆高速连接;汽车芯片;芯片概念;智能座舱;数据中心(AIDC);小米概念;比亚迪概念;华为概念;人形机器人;无人驾驶;机器人概念;信创;车联网(车路协同);工业互联网;沪股通;融资融券,17,688515
3,920895.BJ,专精特新;农机;融资融券,151,920895
14,300623.SZ,汽车芯片;第三代半导体;中芯国际概念;芯片概念;5G;汽车电子;高压快充;柔性直流输电;充电桩;专精特新;新能源汽车;深股通;股权转让(并购重组);融资融券,33,300623
14,300315.SZ,手机游戏;网络游戏;文化传媒概念;IP经济(谷子经济);AIGC概念;AI应用;职业教育;百度概念;抖音概念(字节概念);人工智能;虚拟现实;英伟达概念;深股通;融资融券,33,300315
18,300988.SZ,新型工业化;充电桩;汽车热管理;专精特新;智能电网;机器人概念;光伏概念;比亚迪概念;小米概念;新能源汽车;数据中心(AIDC);储能;小米汽车;汽车电子;风电;一带一路;锂电池概念;融资融券,33,300988
12,002570.SZ,NFT概念;网红经济;养老概念;三胎概念;乳业;跨境电商;共同富裕示范区;DeepSeek概念;宠物经济;民营医院;深股通;融资融券,33,002570
8,600586.SH,建筑节能;光伏建筑一体化;钙钛矿电池;光伏概念;一带一路;特斯拉概念;融资融券;沪股通,17,600586
26,002171.SZ,培育钻石;碳纤维;大飞机;3D打印;军民融合;商业航天;可控核聚变;军工;第三代半导体;卫星导航;金属铜;专精特新;新能源汽车;PCB概念;燃料电池;人形机器人;机器人概念;风电;钒电池;MiniLED;充电桩;固态电池;锂电池概念;动力电池回收;深股通;融资融券,33,002171
16,600895.SH,光刻机;芯片概念;上海自贸区;新能源汽车;创投;数字乡村;蚂蚁集团概念;新型城镇化;租售同权;国企改革;乡村振兴;沪股通;融资融券;参股券商;物业管理;证金持股,17,600895
10,300555.SZ,物联网;智慧城市;人工智能;量子科技;数字孪生;ST板块;文化传媒概念;WiFi 6;乡村振兴;农村电商,33,300555
10,300293.SZ,光刻机;新型工业化;工业母机;高端装备;特斯拉概念;人民币贬值受益;人工智能;氢能源;一带一路;深股通,33,300293
11,600025.SH,绿色电力;同花顺漂亮100;央企国企改革;国企改革;西部大开发;风电;水利;沪股通;DeepSeek概念;华为概念;融资融券,17,600025
11,002312.SZ,化肥;磷化工;农村电商;小金属概念;西部大开发;乡村振兴;国企改革;锂电池概念;数字乡村;融资融券;深股通,33,002312
21,003013.SZ,地下管网;PPP概念;装配式建筑;新型城镇化;雄安新区;乡村振兴;国企改革;水利;数字孪生;一带一路;数字经济;人工智能;智慧城市;腾讯概念;粤港澳大湾区;时空大数据;物联网;低空经济;无人机;数据中心(AIDC);深股通,33,003013
7,601006.SH,高股息精选;同花顺中特估100;证金持股;国企改革;高铁;沪股通;融资融券,17,601006
3,001256.SZ,共同富裕示范区;专精特新;长三角一体化,33,001256
6,300833.SZ,人民币贬值受益;专精特新;粤港澳大湾区;机器视觉;文化传媒概念;深股通,33,300833
26,002138.SZ,PCB概念;共封装光学(CPO);6G概念;无线充电;5G;汽车电子;AI眼镜;消费电子概念;芯片概念;智能穿戴;传感器;小米概念;数据中心(AIDC);华为概念;新能源汽车;无人机;光伏概念;机器人概念;物联网;储能;固态电池;移动支付;燃料电池;创投;深股通;融资融券,33,002138
3,600919.SH,高股息精选;沪股通;融资融券,17,600919
13,603683.SH,石墨烯;人形机器人;机器人概念;创投;新能源汽车;柔性屏(折叠屏);传感器;锂电池概念;宁德时代概念;固态电池;消费电子概念;AI手机;沪股通,17,603683
